gene_id	colors
AIPGENE10649	turquoise
AIPGENE1065	blue
AIPGENE10650	red
AIPGENE10651	blue
AIPGENE10652	brown
AIPGENE10653	tan
AIPGENE10654	grey
AIPGENE10655	orangered4
AIPGENE10657	skyblue2
AIPGENE10658	turquoise
AIPGENE1066	tan
AIPGENE10661	violet
AIPGENE10662	pink
AIPGENE10663	skyblue2
AIPGENE10665	green
AIPGENE10666	blue
AIPGENE10667	brown
AIPGENE1067	grey
AIPGENE10670	pink
AIPGENE10671	blue
AIPGENE10673	blue
AIPGENE10675	purple
AIPGENE10676	darkolivegreen
AIPGENE10677	yellow
AIPGENE10678	lightcyan
AIPGENE10679	skyblue3
AIPGENE1068	grey
AIPGENE10680	palevioletred3
AIPGENE10684	darkorange
AIPGENE10685	plum1
AIPGENE10686	turquoise
AIPGENE10687	blue
AIPGENE10688	turquoise
AIPGENE10689	grey
AIPGENE10690	turquoise
AIPGENE10691	salmon
AIPGENE10692	blue
AIPGENE10694	grey60
AIPGENE10697	grey
AIPGENE10699	darkmagenta
AIPGENE10700	grey
AIPGENE10702	blue
AIPGENE10703	grey
AIPGENE10704	grey
AIPGENE10705	mediumorchid
AIPGENE10707	skyblue
AIPGENE10708	pink
AIPGENE1071	green
AIPGENE10711	thistle
AIPGENE10712	grey
AIPGENE10717	pink
AIPGENE10718	greenyellow
AIPGENE10719	grey
AIPGENE10720	salmon
AIPGENE10721	darkred
AIPGENE10722	lightsteelblue
AIPGENE10723	turquoise
AIPGENE10725	grey
AIPGENE10729	brown
AIPGENE1073	brown4
AIPGENE10730	brown
AIPGENE10731	darkolivegreen
AIPGENE10733	maroon
AIPGENE10734	orange
AIPGENE10735	darkorange2
AIPGENE10738	red
AIPGENE10739	turquoise
AIPGENE10740	turquoise
AIPGENE10742	maroon
AIPGENE10743	paleturquoise
AIPGENE10747	yellow
AIPGENE10749	green
AIPGENE10751	grey
AIPGENE10752	red
AIPGENE10756	grey
AIPGENE10759	floralwhite
AIPGENE1076	lightcyan
AIPGENE10760	grey
AIPGENE10763	salmon
AIPGENE10764	grey
AIPGENE10766	magenta
AIPGENE10767	greenyellow
AIPGENE1077	cyan
AIPGENE10773	grey
AIPGENE10777	brown
AIPGENE10779	yellow
AIPGENE10780	tan
AIPGENE10783	skyblue
AIPGENE10787	brown
AIPGENE1079	turquoise
AIPGENE10792	blue
AIPGENE10794	magenta4
AIPGENE10795	thistle2
AIPGENE10796	blue
AIPGENE10797	lightsteelblue1
AIPGENE1080	red
AIPGENE10800	grey
AIPGENE10802	blue
AIPGENE10808	blue
AIPGENE1081	salmon4
AIPGENE10810	blue
AIPGENE10811	magenta
AIPGENE10812	grey
AIPGENE10818	sienna3
AIPGENE10819	cyan
AIPGENE1082	lightcoral
AIPGENE10821	lightsteelblue1
AIPGENE10822	plum3
AIPGENE10824	tan
AIPGENE10825	blue
AIPGENE10830	grey
AIPGENE1084	coral2
AIPGENE10846	green
AIPGENE10848	cyan
AIPGENE10851	darkmagenta
AIPGENE10852	darkred
AIPGENE10853	magenta
AIPGENE10855	yellow
AIPGENE10856	green
AIPGENE10858	turquoise
AIPGENE10859	firebrick4
AIPGENE1086	thistle1
AIPGENE10860	black
AIPGENE10862	darkorange
AIPGENE10863	green
AIPGENE10867	magenta
AIPGENE10868	blue
AIPGENE1087	grey
AIPGENE10873	black
AIPGENE10874	black
AIPGENE10875	darkorange2
AIPGENE10878	blue
AIPGENE1088	greenyellow
AIPGENE10880	lightcyan1
AIPGENE10882	orange
AIPGENE10883	grey
AIPGENE10884	grey
AIPGENE10885	pink
AIPGENE10886	green
AIPGENE10888	pink
AIPGENE10889	greenyellow
AIPGENE1089	orange
AIPGENE10890	grey
AIPGENE10891	yellow
AIPGENE10892	orange
AIPGENE10893	grey
AIPGENE10895	grey
AIPGENE10897	grey
AIPGENE10898	green
AIPGENE10899	ivory
AIPGENE1090	darkgreen
AIPGENE10900	steelblue
AIPGENE10901	yellow
AIPGENE10902	brown
AIPGENE10903	lavenderblush3
AIPGENE10904	yellow
AIPGENE10905	coral2
AIPGENE10906	pink
AIPGENE10907	lightcyan1
AIPGENE10908	salmon
AIPGENE10909	blue
AIPGENE10911	grey
AIPGENE10914	orange
AIPGENE10915	plum3
AIPGENE10916	cyan
AIPGENE10917	turquoise
AIPGENE10918	steelblue
AIPGENE10921	greenyellow
AIPGENE10922	thistle1
AIPGENE10924	grey
AIPGENE10925	yellow
AIPGENE10928	palevioletred2
AIPGENE10929	paleturquoise
AIPGENE1093	blue
AIPGENE10930	darkred
AIPGENE10931	mediumpurple2
AIPGENE10932	turquoise
AIPGENE10933	salmon
AIPGENE10934	lightgreen
AIPGENE10936	darkgrey
AIPGENE10937	orangered4
AIPGENE10938	turquoise
AIPGENE1094	skyblue3
AIPGENE10944	tan
AIPGENE10945	yellow4
AIPGENE10946	grey
AIPGENE10948	brown
AIPGENE1095	yellow4
AIPGENE10950	cyan
AIPGENE10951	saddlebrown
AIPGENE10953	lightsteelblue1
AIPGENE10954	brown
AIPGENE10955	purple
AIPGENE10956	cyan
AIPGENE10957	pink
AIPGENE10958	grey
AIPGENE10959	yellow
AIPGENE1096	lightcyan
AIPGENE10962	blue
AIPGENE10963	pink
AIPGENE10966	lightyellow
AIPGENE10967	turquoise
AIPGENE10969	darkred
AIPGENE10970	black
AIPGENE10971	blue
AIPGENE10972	darkmagenta
AIPGENE10973	grey
AIPGENE10975	grey
AIPGENE10976	greenyellow
AIPGENE10977	pink
AIPGENE10978	grey
AIPGENE10979	darkturquoise
AIPGENE1098	grey
AIPGENE10980	darkseagreen4
AIPGENE10981	skyblue
AIPGENE10986	darkturquoise
AIPGENE10987	cyan
AIPGENE10988	brown
AIPGENE10989	purple
AIPGENE1099	green
AIPGENE10990	blue
AIPGENE10991	skyblue3
AIPGENE10992	black
AIPGENE10993	orange
AIPGENE10997	skyblue
AIPGENE10999	darkgreen
AIPGENE11	yellow
AIPGENE11011	plum
AIPGENE11018	salmon
AIPGENE11019	darkorange
AIPGENE11020	coral1
AIPGENE11021	yellow
AIPGENE11022	lightsteelblue1
AIPGENE11024	purple
AIPGENE11028	salmon
AIPGENE11032	grey
AIPGENE11035	turquoise
AIPGENE11037	turquoise
AIPGENE11040	pink
AIPGENE11041	blue
AIPGENE11042	darkorange
AIPGENE11043	mediumorchid
AIPGENE11044	grey
AIPGENE11045	grey
AIPGENE11046	cyan
AIPGENE1105	lightyellow
AIPGENE11057	brown
AIPGENE11058	orangered4
AIPGENE1106	grey
AIPGENE11064	green
AIPGENE11065	paleturquoise
AIPGENE11066	blue
AIPGENE11067	turquoise
AIPGENE11072	orangered4
AIPGENE11075	darkorange
AIPGENE11076	darkred
AIPGENE11079	grey
AIPGENE1108	blue
AIPGENE11083	grey
AIPGENE1109	brown4
AIPGENE11090	paleturquoise
AIPGENE11091	paleturquoise
AIPGENE11092	steelblue
AIPGENE11094	lightyellow
AIPGENE11095	plum2
AIPGENE11096	blue
AIPGENE11097	bisque4
AIPGENE11098	darkturquoise
AIPGENE11099	brown
AIPGENE111	yellow
AIPGENE1110	blue
AIPGENE11100	grey
AIPGENE11101	green
AIPGENE11102	darkviolet
AIPGENE11104	grey
AIPGENE11105	yellow
AIPGENE11107	yellow
AIPGENE11108	pink
AIPGENE11109	yellow
AIPGENE1111	grey
AIPGENE11111	midnightblue
AIPGENE11112	darkgreen
AIPGENE11113	black
AIPGENE11114	grey
AIPGENE11115	navajowhite1
AIPGENE11116	black
AIPGENE11118	darkolivegreen4
AIPGENE1112	blue
AIPGENE11121	cyan
AIPGENE11122	lightgreen
AIPGENE11123	black
AIPGENE11124	darkred
AIPGENE11126	darkorange2
AIPGENE11127	yellow
AIPGENE1113	darkolivegreen
AIPGENE11132	red
AIPGENE11133	darkgrey
AIPGENE11137	cyan
AIPGENE11139	grey
AIPGENE1114	magenta
AIPGENE11141	cyan
AIPGENE11142	honeydew1
AIPGENE11144	darkturquoise
AIPGENE1115	plum1
AIPGENE11158	grey60
AIPGENE1116	tan
AIPGENE11163	yellow
AIPGENE11166	darkmagenta
AIPGENE11167	midnightblue
AIPGENE11168	skyblue3
AIPGENE1117	turquoise
AIPGENE11170	green
AIPGENE11171	yellow
AIPGENE11172	lightyellow
AIPGENE11173	lightyellow
AIPGENE11174	orangered3
AIPGENE11175	darkviolet
AIPGENE11177	turquoise
AIPGENE11178	maroon
AIPGENE11179	black
AIPGENE1118	orangered3
AIPGENE11182	white
AIPGENE11183	brown
AIPGENE11184	grey60
AIPGENE11186	lightyellow
AIPGENE11188	lightyellow
AIPGENE1119	yellowgreen
AIPGENE11193	brown
AIPGENE11194	saddlebrown
AIPGENE11195	pink
AIPGENE11196	grey
AIPGENE11197	blue
AIPGENE112	blue
AIPGENE1120	grey
AIPGENE11200	skyblue2
AIPGENE11201	yellowgreen
AIPGENE11204	turquoise
AIPGENE11205	lightgreen
AIPGENE11206	magenta
AIPGENE11207	lightcyan1
AIPGENE11208	pink
AIPGENE11211	skyblue
AIPGENE11213	black
AIPGENE11215	green
AIPGENE11216	brown
AIPGENE11218	darkturquoise
AIPGENE1122	greenyellow
AIPGENE11221	blue
AIPGENE11222	brown
AIPGENE11225	midnightblue
AIPGENE1123	blue
AIPGENE11230	midnightblue
AIPGENE11232	salmon
AIPGENE11233	greenyellow
AIPGENE11234	saddlebrown
AIPGENE11236	blue2
AIPGENE11237	turquoise
AIPGENE1124	antiquewhite4
AIPGENE11248	skyblue
AIPGENE1125	grey
AIPGENE11253	brown4
AIPGENE11258	coral1
AIPGENE1126	tan
AIPGENE11260	magenta
AIPGENE11263	grey
AIPGENE11266	brown
AIPGENE1127	magenta
AIPGENE11273	blue
AIPGENE11277	salmon
AIPGENE1128	black
AIPGENE11280	yellow
AIPGENE11281	turquoise
AIPGENE11282	grey
AIPGENE11287	paleturquoise
AIPGENE11288	ivory
AIPGENE11289	violet
AIPGENE1129	turquoise
AIPGENE11290	bisque4
AIPGENE11292	brown
AIPGENE11293	pink
AIPGENE1130	green
AIPGENE1131	turquoise
AIPGENE11310	yellow
AIPGENE11311	lightyellow
AIPGENE11312	coral1
AIPGENE11314	grey60
AIPGENE11315	white
AIPGENE11319	brown
AIPGENE11324	blue
AIPGENE11325	maroon
AIPGENE11327	black
AIPGENE11329	navajowhite2
AIPGENE1133	red
AIPGENE11330	white
AIPGENE11332	orange
AIPGENE11333	yellow
AIPGENE11334	red
AIPGENE11335	yellow
AIPGENE11336	salmon
AIPGENE11337	steelblue
AIPGENE11338	plum2
AIPGENE11339	lightcyan1
AIPGENE11340	turquoise
AIPGENE11341	salmon
AIPGENE11342	brown
AIPGENE11343	grey
AIPGENE11345	darkred
AIPGENE11349	red
AIPGENE1135	turquoise
AIPGENE11350	turquoise
AIPGENE11352	salmon
AIPGENE11354	steelblue
AIPGENE11355	grey
AIPGENE11356	darkred
AIPGENE11358	coral2
AIPGENE1136	lightyellow
AIPGENE11360	paleturquoise
AIPGENE11361	darkred
AIPGENE11362	lightcyan1
AIPGENE11363	yellow
AIPGENE11364	brown
AIPGENE11365	midnightblue
AIPGENE11366	darkgrey
AIPGENE11369	red
AIPGENE11370	darkviolet
AIPGENE11371	paleturquoise
AIPGENE11375	darkmagenta
AIPGENE11376	midnightblue
AIPGENE11377	darkred
AIPGENE11378	violet
AIPGENE11379	blue
AIPGENE1138	antiquewhite4
AIPGENE11380	yellow
AIPGENE11381	green
AIPGENE11382	grey
AIPGENE11383	darkturquoise
AIPGENE11385	yellow
AIPGENE11389	black
AIPGENE11392	midnightblue
AIPGENE11395	red
AIPGENE11396	lightyellow
AIPGENE11398	greenyellow
AIPGENE1140	red
AIPGENE11406	black
AIPGENE11407	mediumpurple2
AIPGENE11408	midnightblue
AIPGENE11409	darkgreen
AIPGENE11410	red
AIPGENE11417	palevioletred2
AIPGENE11419	thistle1
AIPGENE1142	lavenderblush3
AIPGENE11420	turquoise
AIPGENE11425	yellowgreen
AIPGENE11426	brown
AIPGENE11427	magenta
AIPGENE11428	lightcyan
AIPGENE1143	thistle2
AIPGENE11433	yellow
AIPGENE11434	brown
AIPGENE11436	red
AIPGENE1144	grey60
AIPGENE11442	purple
AIPGENE11443	black
AIPGENE11446	thistle2
AIPGENE1145	grey
AIPGENE11464	skyblue2
AIPGENE11467	thistle2
AIPGENE11469	turquoise
AIPGENE1147	white
AIPGENE11470	blue
AIPGENE11471	salmon
AIPGENE11472	grey
AIPGENE11476	thistle1
AIPGENE11477	darkturquoise
AIPGENE11478	blue
AIPGENE1148	yellow
AIPGENE11481	darkorange
AIPGENE11482	grey
AIPGENE11483	blue
AIPGENE11484	navajowhite2
AIPGENE11485	turquoise
AIPGENE11487	greenyellow
AIPGENE11488	yellow
AIPGENE1149	red
AIPGENE11490	darkgreen
AIPGENE11491	red
AIPGENE11493	indianred4
AIPGENE11499	yellow4
AIPGENE115	palevioletred3
AIPGENE1150	purple
AIPGENE11501	saddlebrown
AIPGENE11503	blue
AIPGENE11504	tan
AIPGENE11505	yellow
AIPGENE11507	yellow
AIPGENE11510	thistle
AIPGENE11512	turquoise
AIPGENE11519	grey
AIPGENE11520	red
AIPGENE11521	brown
AIPGENE11522	brown2
AIPGENE11523	grey
AIPGENE11524	black
AIPGENE11525	lightcoral
AIPGENE11526	midnightblue
AIPGENE11527	brown
AIPGENE11528	grey
AIPGENE11530	saddlebrown
AIPGENE11532	lightcyan
AIPGENE11533	red
AIPGENE11535	blue2
AIPGENE11536	grey
AIPGENE11537	green
AIPGENE11538	grey60
AIPGENE11539	blue
AIPGENE11540	brown4
AIPGENE11541	lavenderblush3
AIPGENE11542	cyan
AIPGENE11543	green
AIPGENE11544	skyblue2
AIPGENE11546	purple
AIPGENE11548	darkorange
AIPGENE11549	lightpink4
AIPGENE1155	grey
AIPGENE11550	darkolivegreen4
AIPGENE11551	thistle2
AIPGENE11552	yellowgreen
AIPGENE11554	mediumpurple2
AIPGENE11556	magenta
AIPGENE11557	brown
AIPGENE11558	orangered4
AIPGENE11559	magenta
AIPGENE1156	salmon
AIPGENE11560	brown
AIPGENE11561	thistle2
AIPGENE11562	orangered4
AIPGENE11563	orange
AIPGENE11564	green
AIPGENE11569	lightyellow
AIPGENE11570	pink
AIPGENE11574	darkolivegreen
AIPGENE11576	darkseagreen4
AIPGENE11577	green
AIPGENE11578	royalblue
AIPGENE11579	green
AIPGENE11580	green
AIPGENE11583	red
AIPGENE11585	grey
AIPGENE11587	magenta
AIPGENE11588	midnightblue
AIPGENE1159	yellow
AIPGENE11590	mediumpurple3
AIPGENE11591	yellow
AIPGENE11592	darkred
AIPGENE11593	turquoise
AIPGENE11594	black
AIPGENE11596	green
AIPGENE11598	darkturquoise
AIPGENE11599	green
AIPGENE1160	salmon
AIPGENE11601	turquoise
AIPGENE11605	skyblue3
AIPGENE11606	black
AIPGENE11607	brown
AIPGENE11610	violet
AIPGENE11611	green
AIPGENE11612	lightyellow
AIPGENE11613	thistle2
AIPGENE11615	firebrick4
AIPGENE11616	white
AIPGENE11617	blue
AIPGENE11618	grey
AIPGENE11619	red
AIPGENE11620	green
AIPGENE11621	darkolivegreen
AIPGENE11622	orangered4
AIPGENE11623	green
AIPGENE11624	tan
AIPGENE11626	red
AIPGENE11628	tan
AIPGENE11629	black
AIPGENE1163	skyblue3
AIPGENE11630	darkturquoise
AIPGENE11631	green
AIPGENE11633	plum
AIPGENE11635	plum2
AIPGENE11637	grey
AIPGENE1164	skyblue
AIPGENE11640	grey
AIPGENE11642	green
AIPGENE11643	grey
AIPGENE11645	red
AIPGENE11646	lightpink4
AIPGENE11647	plum2
AIPGENE11649	lightcyan1
AIPGENE11650	midnightblue
AIPGENE11651	brown
AIPGENE11652	purple
AIPGENE11653	salmon
AIPGENE11654	lightcyan
AIPGENE11655	grey
AIPGENE11657	turquoise
AIPGENE11658	greenyellow
AIPGENE11661	green
AIPGENE11662	royalblue
AIPGENE11663	salmon4
AIPGENE11665	blue
AIPGENE11677	salmon
AIPGENE11678	mediumorchid
AIPGENE11679	yellowgreen
AIPGENE11681	yellow
AIPGENE11684	yellow4
AIPGENE11685	black
AIPGENE11686	grey
AIPGENE11687	red
AIPGENE11689	darkred
AIPGENE11690	darkred
AIPGENE11695	salmon
AIPGENE11696	yellow
AIPGENE11697	grey
AIPGENE11698	palevioletred3
AIPGENE11699	grey
AIPGENE11700	royalblue
AIPGENE11703	mediumpurple3
AIPGENE11704	blue
AIPGENE11705	grey
AIPGENE11706	grey
AIPGENE11707	darkred
AIPGENE11711	royalblue
AIPGENE11712	greenyellow
AIPGENE11713	grey
AIPGENE11714	tan
AIPGENE11717	black
AIPGENE11718	saddlebrown
AIPGENE11720	turquoise
AIPGENE11721	black
AIPGENE11722	cyan
AIPGENE11723	red
AIPGENE11724	darkred
AIPGENE11725	midnightblue
AIPGENE11726	grey
AIPGENE11728	green
AIPGENE1173	darkgrey
AIPGENE11731	yellow
AIPGENE11733	green
AIPGENE11734	pink
AIPGENE11735	brown
AIPGENE11736	grey
AIPGENE11738	plum
AIPGENE11739	orangered4
AIPGENE1174	palevioletred3
AIPGENE11741	yellow
AIPGENE11747	salmon
AIPGENE11748	pink
AIPGENE1175	magenta
AIPGENE11751	cyan
AIPGENE11755	darkmagenta
AIPGENE11758	darkturquoise
AIPGENE11759	orangered3
AIPGENE1176	lightsteelblue1
AIPGENE11760	black
AIPGENE11761	turquoise
AIPGENE11762	grey
AIPGENE11763	royalblue
AIPGENE11764	lavenderblush3
AIPGENE11766	salmon2
AIPGENE11769	grey
AIPGENE1177	black
AIPGENE11772	lightcyan
AIPGENE11773	grey
AIPGENE11774	grey
AIPGENE11775	coral1
AIPGENE11776	lightcyan1
AIPGENE11777	pink
AIPGENE11778	tan
AIPGENE11779	yellow
AIPGENE1178	lightgreen
AIPGENE11780	lightsteelblue1
AIPGENE11781	bisque4
