name	term	lev	seq	value
"intracellular signal transduction"	GO:0035556	4	AIPGENE8451	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE8554	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE8566	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE8611	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE8738	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE8792	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE8840	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE8848	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE8885	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE8901	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE8905	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE8954	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE9136	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE9222	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE9333	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE9378	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE9407	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE9466	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE9518	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE9531	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE9551	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE9622	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE9635	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE9643	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE9665	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE9746	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE9750	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE9801	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE9810	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE9860	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE9861	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE9892	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE9963	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE10010	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE10014	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE10033	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE10146	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE10153	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE10157	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE10180	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE10183	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE10564	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE10584	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE10590	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE10598	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE10602	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE10692	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE10740	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE10908	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE11123	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE11124	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE11171	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE11201	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE11215	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE11225	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE11389	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE11482	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE11505	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE11551	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE11576	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE11679	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE11713	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE11762	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE11777	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE11796	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE11813	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE11815	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE11881	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE11927	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE12015	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE12018	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE12053	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE12078	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE12098	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE12099	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE12129	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE12133	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE12171	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE12283	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE12360	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE12491	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE12495	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE12496	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE12566	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE12598	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE12668	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE12745	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE12753	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE12806	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE12823	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE12921	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE12956	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE12957	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE12963	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE12964	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE12974	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE13043	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE13082	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE13114	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE13403	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE13433	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE13552	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE13611	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE13695	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE13725	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE13772	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE13774	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE13834	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE13835	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE13901	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE13921	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE13926	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE14052	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE14184	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE14209	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE14238	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE14277	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE14382	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE14399	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE14418	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE14471	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE14575	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE14605	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE14645	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE14653	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE14743	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE14804	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE14825	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE14903	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE14934	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE14942	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE15067	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE15081	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE15094	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE15101	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE15102	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE15111	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE15183	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE15463	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE15688	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE15746	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE15981	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE16022	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE16026	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE16052	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE16055	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE16059	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE16067	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE16132	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE16181	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE16365	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE16400	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE16480	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE16513	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE16521	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE16528	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE16563	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE16589	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE16636	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE16662	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE16678	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE16745	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE16828	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE16839	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE16853	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE16857	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE16891	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE16908	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE16910	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE16958	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE16983	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE17044	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE17105	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE17138	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE17172	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE17219	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE17349	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE17361	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE17369	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE17384	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE17427	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE17431	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE17550	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE17610	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE17611	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE17683	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE17727	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE17728	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE17731	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE17733	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE17785	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE17795	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE17808	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE18339	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE18342	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE18343	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE18395	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE18421	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE18441	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE18445	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE18516	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE18528	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE18569	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE18571	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE18667	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE18697	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE18849	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE18872	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE18908	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE18930	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE19033	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE19105	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE19484	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE19629	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE19732	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE19770	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE19797	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE19814	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE19815	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE19879	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE19966	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE20030	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE20057	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE20076	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE20085	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE20314	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE20336	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE20433	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE20440	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE20539	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE20564	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE20596	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE20640	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE20660	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE20670	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE20731	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE20753	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE20818	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE20831	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE20926	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE21004	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE21008	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE21010	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE21127	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE21272	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE21296	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE21414	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE21419	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE21540	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE21632	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE21659	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE21674	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE21697	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE21705	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE21722	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE21742	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE21774	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE21779	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE21783	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE22003	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE22005	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE22023	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE22073	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE22090	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE22168	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE22212	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE22297	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE22319	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE22337	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE22343	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE22383	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE22386	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE22444	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE22512	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE22597	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE22649	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE22675	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE22686	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE22701	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE22829	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE23012	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE23090	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE23095	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE23209	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE23259	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE23262	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE23343	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE23385	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE23416	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE23460	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE23465	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE23467	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE23482	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE23519	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE23608	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE23620	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE23665	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE23680	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE23683	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE23737	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE23772	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE23777	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE23783	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE23794	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE23799	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE23840	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE23851	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE23856	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE23859	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE23952	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE24022	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE24028	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE24041	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE24079	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE24080	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE24119	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE24166	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE24242	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE24269	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE24297	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE24304	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE24392	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE24568	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE24570	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE24587	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE24698	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE24797	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE24851	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE24852	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE24935	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE24962	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE24977	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE25008	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE25052	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE25065	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE25081	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE25087	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE25272	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE25395	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE25409	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE25419	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE25499	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE25560	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE25566	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE25570	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE25626	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE25652	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE25689	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE25710	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE25713	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE25766	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE25790	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE25827	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE25886	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE25940	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE26042	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE26049	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE26150	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE26182	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE26339	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE26367	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE26399	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE26582	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE26584	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE26603	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE26607	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE26656	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE26718	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE26734	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE26754	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE26778	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE26838	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE26885	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE26895	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE26917	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE26945	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE26948	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE27014	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE27079	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE27088	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE27117	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE27184	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE27191	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE27377	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE27407	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE27506	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE27512	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE27523	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE27533	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE27568	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE27576	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE27662	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE27663	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE27687	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE27699	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE27763	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE27803	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE27819	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE27867	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE27871	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE27896	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE27914	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE27937	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE28012	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE28040	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE28043	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE28115	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE28159	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE28190	1
"intracellular signal transduction"	GO:0035556	4	AIPGENE28233	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE28280	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE28284	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE28285	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE28394	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE28417	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE28568	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE28578	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE28629	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE28811	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE28817	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE28831	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE28840	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE28857	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE29025	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE29038	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE29071	0
"intracellular signal transduction"	GO:0035556	4	AIPGENE29086	0
"response to heat"	GO:0009408	2	AIPGENE1297	0
"response to heat"	GO:0009408	2	AIPGENE1377	0
"response to heat"	GO:0009408	2	AIPGENE1527	0
"response to heat"	GO:0009408	2	AIPGENE1620	0
"response to heat"	GO:0009408	2	AIPGENE2784	0
"response to heat"	GO:0009408	2	AIPGENE3536	0
"response to heat"	GO:0009408	2	AIPGENE4214	1
"response to heat"	GO:0009408	2	AIPGENE4561	0
"response to heat"	GO:0009408	2	AIPGENE5632	0
"response to heat"	GO:0009408	2	AIPGENE5868	0
"response to heat"	GO:0009408	2	AIPGENE8102	1
"response to heat"	GO:0009408	2	AIPGENE8160	0
