baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AIPGENE10	1.42972764961	0.95655865690541	0.897457042916618	1.06585453248739	0.286489405142475	NA
AIPGENE100	0.0413840992564291	0.442186646846167	5.59365055711278	0.0790515321490525	0.936991634546789	NA
AIPGENE1000	1.48110318828028	-1.13227737096116	1.0177853278949	-1.11249134756449	0.265926948305606	NA
AIPGENE10000	44.8704083591376	0.0859915158636011	0.179812810030784	0.478227974129759	0.632487954072553	0.90430277584021
AIPGENE10001	3.86794158349404	0.1237592547181	0.493652810602553	0.250701002931674	0.802045285211516	NA
AIPGENE10002	145.272743676908	-0.564161287077329	0.155664836267503	-3.62420505879595	0.000289851575650097	0.00714416048036901
AIPGENE10003	2.63387123261006	0.98648043200786	0.656294632588546	1.50310604875283	0.132811699275549	NA
AIPGENE10004	17.5436509284815	0.406665127153155	0.279404596950429	1.45547042386459	0.145539072396346	0.523359025710487
AIPGENE10005	1.3441266294002	0.832514159338278	0.995381276008132	0.836377154568333	0.402942760586425	NA
AIPGENE10006	13.8175648549091	-0.442121099792507	0.300193251002775	-1.47278827327274	0.14080813534407	0.516883799373246
AIPGENE10007	14.9976265399836	-0.0443108654211631	0.309887529590238	-0.142990153491349	0.886297957657469	0.977160616890716
AIPGENE10008	470.011908026712	0.300721787141642	0.177442569279708	1.69475559535888	0.0901217942968583	0.41739102770184
AIPGENE10009	2.32308840779838	-0.65670291554981	0.672088189448132	-0.977108251357674	0.328515563187634	NA
AIPGENE1001	2.01420077200399	1.17996767454505	0.764093157889072	1.54427200710042	0.122522451045401	NA
AIPGENE10010	61.195858322268	-0.137308036818329	0.151874184077355	-0.904090696206756	0.365947311344521	0.761390009497837
AIPGENE10011	1.29727755289325	0.555062533908466	0.81457403989624	0.681414465380175	0.495609272372082	NA
AIPGENE10012	75.7798413543448	0.126828472461957	0.152157317399543	0.833535150524008	0.404542982170696	0.786266881929527
AIPGENE10013	0.285160539706706	0.442191451651232	1.94109547444884	0.227805101537723	0.819797760513867	NA
AIPGENE10014	14.8983700876749	0.831457860944208	0.270607517385726	3.07256010097843	0.0021223109118915	0.0355805732712778
AIPGENE10015	1.31467429709274	1.68228374310903	1.03671321363232	1.62270888514562	0.104651651115707	NA
AIPGENE10016	9.52389721809853	0.51807798863371	0.377920048955967	1.37086664246827	0.170416531629519	0.55903265583011
AIPGENE10017	8.78463169730428	0.444748578582175	0.344957618833149	1.28928469557094	0.197299129610687	0.595204010124049
AIPGENE10018	0.895510328426836	-0.961843215885069	0.939662155295643	-1.02360535695135	0.306021713956702	NA
AIPGENE10019	1.93702932181372	-0.630105177163451	0.754474658237128	-0.835157510307539	0.403629029544036	NA
AIPGENE1002	5.89983747303452	-0.0822033863137896	0.460354495881579	-0.178565403507942	0.858278961815842	0.971183699008639
AIPGENE10020	119.360039413946	0.328996816311081	0.111803732781112	2.94262819431249	0.00325439013898069	0.04878533958062
AIPGENE10021	2.26148018350428	-0.287936251518675	0.811825972669042	-0.354677309192298	0.722831351842517	NA
AIPGENE10022	16.9155215910539	0.777989937544714	0.265194751921291	2.93365510406336	0.00334996229124697	0.0500111240431077
AIPGENE10023	0.374388207351055	-0.554489205521486	1.71426621107983	-0.323455716467869	0.74635013960666	NA
AIPGENE10024	42.762006620919	-0.443229220381118	0.196948238418145	-2.25048583293285	0.0244181218250407	0.19972283385849
AIPGENE10025	1319.14805196981	-0.0303398550810497	0.0991915684149041	-0.30587131109917	0.75970263016978	0.947276894339437
AIPGENE10026	0.478849558749941	1.5054843268321	1.42976342550688	1.05296044084942	0.292359123057537	NA
AIPGENE10027	0.316612919930207	-0.13488517027851	1.79299710867685	-0.0752288833181942	0.940032603897124	NA
AIPGENE10028	6.17221635901661	0.702016522531337	0.398662548929234	1.76092919793163	0.0782503873143676	0.388235182613152
AIPGENE10029	313.786123446643	0.694601127732005	0.267638655957331	2.59529448482488	0.00945099046193503	0.106550306896259
AIPGENE1003	12.343553009036	0.169170777770722	0.348383690866336	0.485587535254706	0.627259635792219	0.902032447946209
AIPGENE10030	2.59022646488836	-0.0836892725359001	0.642327319053803	-0.130290694562362	0.896336441978164	NA
AIPGENE10031	60.5888398759733	0.109856782951512	0.165648013229476	0.66319408732856	0.507206257805146	0.845178462950097
AIPGENE10033	10.1514902854847	-0.0379562936303008	0.330430002552435	-0.114869392419284	0.908548645779879	0.981332101645675
AIPGENE10034	26.11367668925	0.304649160915476	0.290212756265973	1.04974421123058	0.293835731084418	0.703981162109914
AIPGENE10035	65.8685243809803	-0.138855145402441	0.144448438767346	-0.961278270553596	0.336412270578377	0.740802916323842
AIPGENE10036	275.315764943034	-0.270281635295747	0.10587565521693	-2.55282137089932	0.010685428191743	0.116034155547008
AIPGENE10037	1.94525542385192	-0.304652791527749	0.677681414701888	-0.449551640222811	0.653033764758281	NA
AIPGENE10038	98.8173258972593	-0.101797727424705	0.131109306939085	-0.776434028989276	0.437492758923934	0.808098679841671
AIPGENE10039	0.716758240358273	0.953114855231706	1.33780681167621	0.712445808253506	0.476188757810148	NA
AIPGENE1004	1.85095859628105	-0.882210063173397	0.83437192937924	-1.05733430393535	0.290359042679183	NA
AIPGENE10040	3.30375605271892	0.0838620330747667	0.552780601304624	0.151709435672748	0.87941611473099	NA
AIPGENE10041	33.232429726487	-0.204268432644343	0.202583534811326	-1.00831705219571	0.313302279306315	0.719914043955853
AIPGENE10042	11.1908849817107	0.0421913625652724	0.320592788282653	0.131604216025203	0.895297350628637	0.97878211876802
AIPGENE10043	15.3518328846389	-0.793690633681657	0.271632369671611	-2.92192949846583	0.00347870274445249	0.0516183265818253
AIPGENE10044	29.6232919751954	0.131480567265545	0.201509630107222	0.652477835404617	0.514092966773916	0.84983039173007
AIPGENE10045	43.99868782818	-0.111260514929494	0.170953051687914	-0.650824971130715	0.515159478776116	0.850493677592846
AIPGENE10046	1.15128841549085	0.580328508626578	0.913601221161754	0.635209865293985	0.525291549951987	NA
AIPGENE10047	2.86000626402362	0.626067459530629	0.534194158432279	1.17198484792117	0.241203139549077	NA
AIPGENE10048	3.51926756052009	0.693120747817061	0.598817827981346	1.15748181738947	0.24707556377495	NA
AIPGENE10049	22.023610577365	-0.230265659055319	0.250012541380613	-0.921016432950728	0.357041847579145	0.755365765900983
AIPGENE1005	33.3360572184289	0.297960152751941	0.263478708256238	1.13086994666062	0.25810983425949	0.668654442066752
AIPGENE10050	70.3993087916279	-0.230754501251654	0.162307679636497	-1.42171030827655	0.155110366366006	0.536284175341906
AIPGENE10051	11.13143254599	0.309016747615935	0.327505773446378	0.943545954515912	0.345401721352922	0.746481944084994
AIPGENE10052	0.705878710931162	0.923089593753619	1.5419128035074	0.59866523687582	0.549396143357271	NA
AIPGENE10053	4.8770210375564	0.295010982946664	0.447816062414374	0.658777135764469	0.510038891652775	0.847396349668578
AIPGENE10055	88.0653725055327	0.213863734597406	0.412211447405442	0.518820464457055	0.603885945691975	0.891281049787
AIPGENE10056	0.228396156611814	-0.615782483281549	2.10167747101873	-0.29299571022335	0.76952543062974	NA
AIPGENE10057	1.46262652150262	-0.149993982472512	0.960621233085853	-0.156142689029139	0.875920550025079	NA
AIPGENE10058	0.666755498134869	-0.278801547935865	1.25094723526789	-0.222872348309847	0.823634857973001	NA
AIPGENE10059	1.20947633807011	-0.740298160620308	1.19993627383833	-0.616947896951445	0.537269092958114	NA
AIPGENE1006	0.182651115737732	0.442190490024959	2.59830099652784	0.170184474630101	0.864865061061048	NA
AIPGENE10060	1.44855980014652	-0.641642901628012	0.857452121722346	-0.748313387270134	0.454271151471457	NA
AIPGENE10061	0.56955099917198	2.65183409332448	1.26837082469755	2.09074037472978	0.0365513436143141	NA
AIPGENE10062	0.247117030955517	0.923089219715261	1.93848765400895	0.476190404311443	0.633938735085189	NA
AIPGENE10063	3.28909480058226	-0.87096415888238	0.632327840933266	-1.37739334329627	0.168390669834628	NA
AIPGENE10065	6.19502537447636	0.0948930823673294	0.417932189945495	0.227053777263974	0.82038192575967	0.960731065801145
AIPGENE10067	9.81573645333321	0.00981523931560036	0.319154311786995	0.0307538985158725	0.97546580666661	0.995013570436944
AIPGENE10068	21.610629863859	-0.4724458097559	0.257589779277171	-1.83410153571171	0.0666389235162358	0.358843763362721
AIPGENE10069	17.1873033653457	-0.0873576891414619	0.278496280391082	-0.313676322781722	0.753766885479108	0.945183270324707
AIPGENE1007	6.15462512078044	-0.376329092360071	0.468612286291293	-0.803071330754955	0.421933507164161	0.799250690499199
AIPGENE10070	5.19619568374865	0.505683524480176	0.442254930485159	1.14342088606098	0.252863884851286	0.664502767167333
AIPGENE10071	4.51438839607624	0.0461165002200951	0.537727751605121	0.0857618006183185	0.931655773246283	NA
AIPGENE10072	4.7636905202613	-0.0326360925180783	0.457940436376403	-0.0712671123264885	0.943185169213979	0.987236391735014
AIPGENE10073	2.47994503858603	-0.724968027473603	0.835028330290482	-0.868195726031725	0.385287193587479	NA
