Gene,Presence
AIPGENE16396,0
AIPGENE164,0
AIPGENE16400,1
AIPGENE16403,0
AIPGENE16406,0
AIPGENE16407,0
AIPGENE16408,0
AIPGENE1641,0
AIPGENE16412,0
AIPGENE16414,1
AIPGENE1642,0
AIPGENE16420,0
AIPGENE16421,1
AIPGENE16423,0
AIPGENE16424,0
AIPGENE16425,1
AIPGENE16427,0
AIPGENE16429,0
AIPGENE1643,0
AIPGENE16430,0
AIPGENE16433,0
AIPGENE16434,1
AIPGENE16438,0
AIPGENE16439,1
AIPGENE16440,1
AIPGENE16443,0
AIPGENE16445,0
AIPGENE16449,1
AIPGENE16450,0
AIPGENE16452,0
AIPGENE16453,0
AIPGENE16454,0
AIPGENE16455,1
AIPGENE16456,0
AIPGENE16461,0
AIPGENE16463,0
AIPGENE16464,0
AIPGENE16467,0
AIPGENE16470,0
AIPGENE16472,0
AIPGENE16473,1
AIPGENE16474,0
AIPGENE16476,0
AIPGENE1648,0
AIPGENE16480,0
AIPGENE16481,1
AIPGENE16484,0
AIPGENE16485,0
AIPGENE1649,0
AIPGENE16498,0
AIPGENE16499,0
AIPGENE165,0
AIPGENE1650,0
AIPGENE16505,0
AIPGENE16506,0
AIPGENE16509,0
AIPGENE16511,0
AIPGENE16513,0
AIPGENE16515,0
AIPGENE16516,0
AIPGENE16517,0
AIPGENE16518,1
AIPGENE16519,0
AIPGENE16521,0
AIPGENE16527,0
AIPGENE16528,0
AIPGENE16530,1
AIPGENE16531,0
AIPGENE16534,0
AIPGENE16536,0
AIPGENE16537,1
AIPGENE16541,1
AIPGENE16542,0
AIPGENE16543,0
AIPGENE16544,0
AIPGENE16545,0
AIPGENE16550,1
AIPGENE16555,0
AIPGENE16557,1
AIPGENE16558,0
AIPGENE16559,0
AIPGENE16560,0
AIPGENE16563,0
AIPGENE16564,0
AIPGENE16568,0
AIPGENE16574,0
AIPGENE16575,1
AIPGENE16576,1
AIPGENE16581,0
AIPGENE16583,0
AIPGENE16585,0
AIPGENE16587,0
AIPGENE16589,0
AIPGENE16590,0
AIPGENE16593,0
AIPGENE16594,1
AIPGENE16596,1
AIPGENE16599,1
AIPGENE166,0
AIPGENE16600,0
AIPGENE16603,1
AIPGENE16604,0
AIPGENE16606,0
AIPGENE16608,1
AIPGENE16614,1
AIPGENE16615,1
AIPGENE16625,1
AIPGENE16626,1
AIPGENE16629,0
AIPGENE16633,0
AIPGENE16636,0
AIPGENE16637,0
AIPGENE16638,0
AIPGENE16639,1
AIPGENE1664,0
AIPGENE16645,0
AIPGENE16646,0
AIPGENE16647,0
AIPGENE16648,1
AIPGENE16651,0
AIPGENE16654,0
AIPGENE16656,0
AIPGENE16659,0
AIPGENE1666,0
AIPGENE16662,1
AIPGENE16666,0
AIPGENE16667,0
AIPGENE16670,1
AIPGENE16672,1
AIPGENE16673,0
AIPGENE16674,0
AIPGENE16675,0
AIPGENE16678,1
AIPGENE1668,0
AIPGENE16680,1
AIPGENE16682,0
AIPGENE16684,0
AIPGENE16685,0
AIPGENE16693,0
AIPGENE16696,0
AIPGENE167,0
AIPGENE16703,0
AIPGENE16705,1
AIPGENE16707,1
AIPGENE16718,0
AIPGENE16720,1
AIPGENE16721,0
AIPGENE16722,0
AIPGENE16724,1
AIPGENE16725,0
AIPGENE16726,0
AIPGENE16729,0
AIPGENE16730,1
AIPGENE16734,0
AIPGENE16735,0
AIPGENE16738,0
AIPGENE16740,0
AIPGENE16745,0
AIPGENE16747,1
AIPGENE16749,0
AIPGENE16754,0
AIPGENE16765,0
AIPGENE16776,0
AIPGENE16785,1
AIPGENE16790,0
AIPGENE16792,0
AIPGENE16795,0
AIPGENE168,0
AIPGENE1680,0
AIPGENE16811,0
AIPGENE16814,1
AIPGENE16818,1
AIPGENE16819,1
AIPGENE1682,1
AIPGENE16821,0
AIPGENE16825,0
AIPGENE16826,0
AIPGENE16828,0
AIPGENE16829,1
AIPGENE16830,0
AIPGENE16832,1
AIPGENE16833,0
AIPGENE16835,0
AIPGENE16839,1
AIPGENE16841,0
AIPGENE16843,0
AIPGENE16845,0
AIPGENE16846,1
AIPGENE16847,0
AIPGENE16848,0
AIPGENE16849,0
AIPGENE16850,0
AIPGENE16851,0
AIPGENE16852,0
AIPGENE16853,0
AIPGENE16854,0
AIPGENE16855,0
AIPGENE16857,0
AIPGENE16858,0
AIPGENE16859,0
AIPGENE16860,0
AIPGENE16861,0
AIPGENE16862,0
AIPGENE16863,0
AIPGENE16866,0
AIPGENE16868,0
AIPGENE16869,0
AIPGENE16878,0
AIPGENE16880,0
AIPGENE16881,1
AIPGENE16882,1
AIPGENE16884,1
AIPGENE16885,0
AIPGENE16886,0
AIPGENE1689,1
AIPGENE16891,0
AIPGENE16892,0
AIPGENE16893,0
AIPGENE16894,0
AIPGENE16895,0
AIPGENE16896,0
AIPGENE16897,0
AIPGENE169,1
AIPGENE16900,1
AIPGENE16901,0
AIPGENE16902,0
AIPGENE16903,0
AIPGENE16904,0
AIPGENE16905,1
AIPGENE16906,0
AIPGENE16908,0
AIPGENE16909,1
AIPGENE16910,1
AIPGENE16912,0
AIPGENE16913,0
AIPGENE16914,1
AIPGENE16915,0
AIPGENE16916,0
AIPGENE16918,0
AIPGENE16921,0
AIPGENE16924,0
AIPGENE16925,0
AIPGENE1693,0
AIPGENE16931,0
AIPGENE16932,0
AIPGENE16933,0
AIPGENE16934,0
AIPGENE16935,0
AIPGENE16936,0
AIPGENE16937,0
AIPGENE16938,1
AIPGENE16939,0
AIPGENE1694,1
AIPGENE16941,0
AIPGENE16944,0
AIPGENE16945,0
AIPGENE16946,0
AIPGENE16947,0
AIPGENE16948,1
AIPGENE16949,0
AIPGENE1695,0
AIPGENE16955,1
AIPGENE16957,1
AIPGENE16958,0
AIPGENE16959,1
AIPGENE1696,0
AIPGENE16960,1
AIPGENE16965,0
AIPGENE16966,0
AIPGENE1697,1
AIPGENE1698,1
AIPGENE16980,1
AIPGENE16981,0
AIPGENE16982,0
AIPGENE16983,1
AIPGENE16985,0
AIPGENE16986,0
AIPGENE16987,0
AIPGENE16988,0
AIPGENE1699,0
AIPGENE16991,0
AIPGENE16992,0
AIPGENE16995,0
AIPGENE16998,0
AIPGENE170,0
AIPGENE1700,0
AIPGENE17006,0
AIPGENE17009,0
AIPGENE1701,0
AIPGENE17012,0
AIPGENE17013,0
AIPGENE17014,0
AIPGENE17020,0
AIPGENE17021,0
AIPGENE17022,0
AIPGENE17024,0
AIPGENE17026,0
AIPGENE17027,0
AIPGENE17028,0
AIPGENE17030,0
AIPGENE17031,0
AIPGENE17032,0
AIPGENE17033,1
AIPGENE1704,0
AIPGENE17040,0
AIPGENE17041,0
AIPGENE17044,0
AIPGENE17046,0
AIPGENE17049,0
AIPGENE1705,1
AIPGENE17052,0
AIPGENE17053,1
AIPGENE17057,1
AIPGENE17060,0
AIPGENE17061,1
AIPGENE17066,1
AIPGENE17069,0
AIPGENE17072,0
AIPGENE17073,0
AIPGENE17074,0
AIPGENE17075,0
AIPGENE17077,0
AIPGENE17078,1
AIPGENE17080,0
AIPGENE17082,0
AIPGENE17083,0
AIPGENE17085,0
AIPGENE17086,1
AIPGENE17088,1
AIPGENE17089,1
AIPGENE17090,0
AIPGENE17092,0
AIPGENE17093,1
AIPGENE17094,0
AIPGENE17095,0
AIPGENE17097,1
AIPGENE17099,0
AIPGENE17101,0
AIPGENE17102,0
AIPGENE17104,0
AIPGENE17105,1
AIPGENE17106,0
AIPGENE17107,0
AIPGENE17108,0
AIPGENE17109,0
AIPGENE1711,0
AIPGENE17110,0
AIPGENE17111,0
AIPGENE17113,0
AIPGENE17114,0
AIPGENE17120,0
AIPGENE17121,0
AIPGENE17122,0
AIPGENE17123,0
AIPGENE17124,0
AIPGENE17125,0
AIPGENE17126,0
AIPGENE17128,0
AIPGENE1713,1
AIPGENE17131,0
AIPGENE17132,0
AIPGENE17135,0
AIPGENE17137,0
AIPGENE17138,0
AIPGENE1714,1
AIPGENE17141,0
AIPGENE17142,0
AIPGENE17144,1
AIPGENE17145,0
AIPGENE17146,0
AIPGENE1715,1
AIPGENE17150,1
AIPGENE17152,0
AIPGENE17155,0
AIPGENE17156,0
AIPGENE17157,0
AIPGENE1716,0
AIPGENE17160,0
AIPGENE17161,0
AIPGENE17162,1
AIPGENE17163,0
AIPGENE17164,0
AIPGENE17165,0
AIPGENE17166,0
AIPGENE17167,1
AIPGENE1717,0
AIPGENE17170,1
AIPGENE17171,0
AIPGENE17172,0
AIPGENE17173,1
AIPGENE17174,1
AIPGENE17175,0
AIPGENE17176,0
AIPGENE17178,1
AIPGENE17179,0
AIPGENE17181,0
AIPGENE17182,0
AIPGENE17187,0
AIPGENE17188,1
AIPGENE172,0
AIPGENE17201,0
AIPGENE17202,0
AIPGENE17203,0
AIPGENE17206,1
AIPGENE17207,0
AIPGENE17218,1
AIPGENE17222,0
AIPGENE17223,0
AIPGENE17227,0
AIPGENE17229,0
AIPGENE1723,0
AIPGENE17236,1
AIPGENE17237,0
AIPGENE17238,0
AIPGENE17241,0
AIPGENE17242,1
AIPGENE17243,0
AIPGENE17245,0
AIPGENE17249,1
AIPGENE1725,0
AIPGENE17250,0
AIPGENE17252,0
AIPGENE17258,0
AIPGENE1726,0
AIPGENE1727,0
AIPGENE17273,0
AIPGENE17277,0
AIPGENE17279,0
AIPGENE1728,0
AIPGENE17280,0
AIPGENE1729,0
AIPGENE17295,0
AIPGENE17312,0
AIPGENE17313,0
AIPGENE17314,0
AIPGENE17315,0
AIPGENE17316,0
AIPGENE17318,0
AIPGENE17319,0
AIPGENE1732,0
AIPGENE17327,0
AIPGENE17328,0
AIPGENE17333,0
AIPGENE17334,0
AIPGENE17335,0
AIPGENE17336,1
AIPGENE17338,0
AIPGENE17341,0
AIPGENE17342,0
AIPGENE17343,0
AIPGENE17347,0
AIPGENE17348,0
AIPGENE17349,0
AIPGENE17350,0
AIPGENE17351,0
AIPGENE17353,0
AIPGENE17356,0
AIPGENE1736,0
AIPGENE17360,1
AIPGENE17361,0
AIPGENE17363,0
AIPGENE17364,1
AIPGENE17365,0
AIPGENE17366,1
AIPGENE17367,0
AIPGENE17369,1
AIPGENE1737,0
AIPGENE17370,0
AIPGENE17371,1
AIPGENE17372,0
AIPGENE17373,0
AIPGENE17374,0
AIPGENE17376,0
AIPGENE17377,0
AIPGENE17378,1
AIPGENE17382,0
AIPGENE17385,1
AIPGENE17386,0
AIPGENE17388,0
AIPGENE17390,0
AIPGENE17391,0
AIPGENE17394,0
AIPGENE17396,0
AIPGENE17397,0
AIPGENE17399,1
AIPGENE174,0
AIPGENE1740,1
AIPGENE17400,1
AIPGENE17401,0
AIPGENE17402,1
AIPGENE17405,1
AIPGENE17407,0
AIPGENE17408,0
AIPGENE17409,0
AIPGENE1741,0
AIPGENE17413,0
AIPGENE17417,0
AIPGENE17418,1
AIPGENE17420,1
AIPGENE17423,0
AIPGENE17426,0
AIPGENE17427,0
AIPGENE17431,0
AIPGENE17436,0
AIPGENE17438,1
AIPGENE17439,0
AIPGENE1744,0
AIPGENE17440,0
AIPGENE17443,0
AIPGENE17444,0
AIPGENE17445,1
AIPGENE17446,0
AIPGENE17449,0
AIPGENE17451,0
AIPGENE17452,0
AIPGENE17453,0
AIPGENE17454,0
AIPGENE17456,0
AIPGENE17457,0
AIPGENE1746,0
AIPGENE17460,0
AIPGENE17461,0
AIPGENE17462,0
AIPGENE17466,0
AIPGENE17468,1
AIPGENE17474,0
AIPGENE17478,1
AIPGENE1748,0
AIPGENE17480,0
AIPGENE17481,0
AIPGENE1749,0
AIPGENE17491,0
AIPGENE17493,0
AIPGENE17494,0
AIPGENE17496,1
AIPGENE17497,0
AIPGENE175,0
AIPGENE17500,0
AIPGENE17506,0
AIPGENE1751,1
AIPGENE17510,1
AIPGENE17513,0
AIPGENE17517,0
AIPGENE1752,0
AIPGENE1753,1
AIPGENE17539,0
AIPGENE1754,0
AIPGENE17541,0
AIPGENE17544,0
AIPGENE17545,0
AIPGENE17547,0
AIPGENE17549,0
AIPGENE17550,0
AIPGENE17554,0
AIPGENE17556,0
AIPGENE1756,0
AIPGENE17560,1
AIPGENE17563,0
AIPGENE17564,0
AIPGENE17568,0
AIPGENE17570,0
AIPGENE17575,0
AIPGENE17578,0
AIPGENE17579,0
AIPGENE1758,1
AIPGENE17582,0
AIPGENE17583,0
AIPGENE17590,1
AIPGENE17591,0
AIPGENE17593,0
AIPGENE17594,0
AIPGENE17596,0
AIPGENE17597,0
AIPGENE176,0
AIPGENE17601,0
AIPGENE17602,0
AIPGENE17608,0
AIPGENE17610,0
AIPGENE17611,0
AIPGENE17612,0
AIPGENE17613,0
AIPGENE17614,0
AIPGENE17617,1
AIPGENE17618,0
AIPGENE17619,0
AIPGENE17620,1
AIPGENE17621,0
AIPGENE17628,0
AIPGENE17629,0
AIPGENE1763,0
AIPGENE17630,0
AIPGENE17631,0
AIPGENE17632,0
AIPGENE17633,0
AIPGENE17634,0
AIPGENE17635,0
AIPGENE17637,1
AIPGENE17638,1
AIPGENE17639,0
AIPGENE17641,0
AIPGENE17642,0
AIPGENE17643,1
AIPGENE17645,0
AIPGENE17649,0
AIPGENE17651,0
AIPGENE17652,0
AIPGENE17653,0
AIPGENE17655,0
AIPGENE17656,0
AIPGENE17657,0
AIPGENE1766,1
AIPGENE17660,0
AIPGENE17661,1
AIPGENE17673,0
AIPGENE1768,1
AIPGENE17683,0
AIPGENE17684,0
AIPGENE17685,0
AIPGENE1769,0
AIPGENE17692,0
AIPGENE17695,0
AIPGENE17696,0
AIPGENE17698,1
AIPGENE17699,0
AIPGENE1770,0
AIPGENE17707,1
AIPGENE17708,0
AIPGENE1771,0
AIPGENE17712,0
AIPGENE17719,0
AIPGENE17726,0
AIPGENE17727,0
AIPGENE17728,0
AIPGENE17729,1
AIPGENE17730,0
AIPGENE17731,0
AIPGENE17732,1
AIPGENE17733,1
AIPGENE17734,0
AIPGENE17735,1
AIPGENE17736,1
AIPGENE1774,1
AIPGENE17745,0
AIPGENE17746,0
AIPGENE17747,0
AIPGENE17748,0
AIPGENE17749,0
AIPGENE17750,0
AIPGENE17751,0
AIPGENE17755,0
AIPGENE17756,1
AIPGENE17758,0
AIPGENE17759,1
AIPGENE1776,1
AIPGENE17760,0
AIPGENE17761,0
AIPGENE17762,1
AIPGENE17763,0
AIPGENE17764,0
AIPGENE17765,0
AIPGENE1777,0
AIPGENE17770,1
AIPGENE17772,0
AIPGENE17775,0
AIPGENE17785,0
AIPGENE17786,0
AIPGENE17787,0
AIPGENE17788,0
AIPGENE17789,0
AIPGENE17792,0
AIPGENE17793,0
AIPGENE17794,0
AIPGENE17795,0
AIPGENE17796,0
AIPGENE17797,0
AIPGENE17798,0
AIPGENE17802,0
AIPGENE17803,1
AIPGENE17804,0
AIPGENE17805,0
AIPGENE17806,0
AIPGENE17808,0
AIPGENE17809,1
AIPGENE1781,0
AIPGENE17811,0
AIPGENE17812,0
AIPGENE17816,0
AIPGENE17822,1
AIPGENE17827,0
AIPGENE17834,0
AIPGENE17835,0
AIPGENE17836,0
AIPGENE17839,0
AIPGENE17840,0
AIPGENE17841,0
AIPGENE17849,0
AIPGENE1785,1
AIPGENE17851,0
AIPGENE17852,1
AIPGENE17854,0
AIPGENE17859,0
AIPGENE17860,1
AIPGENE17861,0
AIPGENE17863,0
AIPGENE17867,0
AIPGENE17868,0
AIPGENE17869,0
AIPGENE17874,0
AIPGENE17878,0
AIPGENE1788,0
AIPGENE17885,0
AIPGENE17886,0
AIPGENE17887,0
AIPGENE17888,1
AIPGENE1789,0
AIPGENE17891,0
AIPGENE17894,0
AIPGENE17895,0
AIPGENE17896,0
AIPGENE17897,0
AIPGENE1790,0
AIPGENE17901,0
AIPGENE17903,0
AIPGENE17904,0
AIPGENE17908,0
AIPGENE17910,0
AIPGENE17911,0
AIPGENE17912,0
AIPGENE17913,0
AIPGENE17914,0
AIPGENE17917,1
AIPGENE17918,0
AIPGENE1792,1
AIPGENE17920,0
AIPGENE17924,0
AIPGENE17929,0
AIPGENE1793,0
AIPGENE17930,0
AIPGENE17931,0
AIPGENE17932,0
AIPGENE17934,0
AIPGENE17936,0
AIPGENE17937,1
AIPGENE17938,0
AIPGENE17939,0
AIPGENE1794,1
AIPGENE17941,0
AIPGENE17943,0
AIPGENE17948,0
AIPGENE17949,0
AIPGENE1795,0
AIPGENE17951,1
AIPGENE17952,0
AIPGENE17953,0
AIPGENE17954,1
AIPGENE17955,0
AIPGENE17956,0
AIPGENE17957,0
AIPGENE1796,1
AIPGENE17961,0
AIPGENE17962,0
AIPGENE17965,0
AIPGENE17967,0
AIPGENE17968,0
AIPGENE17969,0
AIPGENE17970,1
AIPGENE17971,0
AIPGENE17972,0
AIPGENE17973,0
AIPGENE17974,0
AIPGENE17975,0
AIPGENE17977,1
AIPGENE17979,1
AIPGENE1798,0
AIPGENE17980,0
AIPGENE17981,0
AIPGENE17987,1
AIPGENE1799,0
AIPGENE17995,1
AIPGENE17996,0
AIPGENE18,1
AIPGENE180,0
AIPGENE18002,0
AIPGENE18003,0
AIPGENE18004,0
AIPGENE18008,0
AIPGENE18009,0
AIPGENE1801,0
AIPGENE18011,0
AIPGENE18012,0
AIPGENE18013,1
AIPGENE18014,0
AIPGENE18019,0
AIPGENE18021,0
AIPGENE18022,0
AIPGENE18026,0
AIPGENE18028,0
AIPGENE18029,0
AIPGENE1803,0
AIPGENE18031,0
AIPGENE18032,0
AIPGENE18035,0
AIPGENE18038,0
AIPGENE18041,0
AIPGENE18042,0
AIPGENE18045,0
AIPGENE18046,0
AIPGENE18049,0
AIPGENE18053,0
AIPGENE18055,0
AIPGENE18058,0
AIPGENE1806,0
AIPGENE18060,0
AIPGENE18062,0
AIPGENE18079,0
AIPGENE18082,0
AIPGENE18088,1
AIPGENE1809,0
AIPGENE18091,0
AIPGENE18092,0
AIPGENE18094,0
AIPGENE18096,0
AIPGENE181,0
AIPGENE1810,0
AIPGENE18100,0
AIPGENE18101,0
AIPGENE18102,0
AIPGENE18103,0
AIPGENE18104,1
AIPGENE18108,0
AIPGENE18111,0
AIPGENE18114,0
AIPGENE18116,0
AIPGENE18117,0
AIPGENE18120,0
AIPGENE18124,0
AIPGENE1813,0
AIPGENE18130,1
AIPGENE1814,0
AIPGENE18140,1
AIPGENE18143,0
AIPGENE18144,1
AIPGENE18145,0
AIPGENE18148,0
AIPGENE1815,0
AIPGENE18152,1
AIPGENE1816,0
AIPGENE18160,0
AIPGENE18163,1
AIPGENE18164,0
AIPGENE18165,0
AIPGENE18166,0
AIPGENE18167,0
AIPGENE18168,0
AIPGENE18169,0
AIPGENE18170,0
AIPGENE18174,1
AIPGENE18176,0
AIPGENE18177,0
AIPGENE18179,1
AIPGENE18180,0
AIPGENE18181,0
AIPGENE18183,0
AIPGENE18186,0
AIPGENE18189,0
AIPGENE18190,0
AIPGENE18193,0
AIPGENE18195,0
AIPGENE18198,0
AIPGENE182,0
AIPGENE1820,0
AIPGENE18201,1
AIPGENE18205,1
AIPGENE18206,0
AIPGENE18209,0
AIPGENE1821,0
AIPGENE18210,1
AIPGENE18211,0
AIPGENE18215,0
AIPGENE18216,0
AIPGENE18217,1
AIPGENE18219,0
AIPGENE18221,0
AIPGENE18222,0
AIPGENE18230,0
AIPGENE18232,0
AIPGENE18234,0
AIPGENE18237,0
AIPGENE18244,1
AIPGENE18245,0
AIPGENE18247,0
AIPGENE18251,1
AIPGENE18252,0
AIPGENE18254,1
AIPGENE1826,0
AIPGENE18267,1
AIPGENE18269,0
AIPGENE18270,0
AIPGENE18271,0
AIPGENE18280,0
AIPGENE183,0
AIPGENE1830,1
AIPGENE18303,0
AIPGENE1831,0
AIPGENE18311,0
AIPGENE18320,1
AIPGENE18326,1
AIPGENE18328,0
AIPGENE1833,1
AIPGENE18333,1
AIPGENE18339,0
AIPGENE1834,1
AIPGENE18342,0
AIPGENE18343,1
AIPGENE18347,0
AIPGENE1835,0
AIPGENE18350,0
AIPGENE18355,0
AIPGENE18357,0
AIPGENE18364,1
AIPGENE18365,0
AIPGENE18367,0
AIPGENE18368,0
AIPGENE18369,0
AIPGENE18371,1
AIPGENE18372,0
AIPGENE18377,0
AIPGENE18378,0
AIPGENE18379,1
AIPGENE1838,1
AIPGENE18380,0
AIPGENE18382,0
AIPGENE18384,0
AIPGENE18385,0
AIPGENE18389,0
AIPGENE18392,0
AIPGENE18393,0
AIPGENE18395,0
AIPGENE18396,0
AIPGENE18398,0
AIPGENE18399,0
AIPGENE184,0
AIPGENE18402,0
AIPGENE18403,0
AIPGENE18408,0
AIPGENE1841,1
AIPGENE18410,0
AIPGENE18418,0
AIPGENE18419,0
AIPGENE18420,0
AIPGENE18421,1
AIPGENE18423,0
AIPGENE18424,0
AIPGENE18425,0
AIPGENE18430,0
AIPGENE18431,0
AIPGENE18432,0
AIPGENE18434,0
AIPGENE18435,1
AIPGENE18437,0
AIPGENE18438,0
AIPGENE18439,0
AIPGENE18441,0
AIPGENE18443,1
AIPGENE18445,0
AIPGENE18446,1
AIPGENE18447,1
AIPGENE18448,0
AIPGENE18452,0
AIPGENE18453,0
AIPGENE18457,0
AIPGENE18458,1
AIPGENE18459,0
AIPGENE18461,0
AIPGENE18464,0
AIPGENE18466,0
AIPGENE18467,1
AIPGENE1847,0
AIPGENE18470,1
AIPGENE18471,0
AIPGENE18473,0
AIPGENE18474,0
AIPGENE18476,0
AIPGENE18477,0
AIPGENE18478,0
AIPGENE1848,0
AIPGENE18480,0
AIPGENE18481,0
AIPGENE18482,1
AIPGENE18483,0
AIPGENE18487,0
AIPGENE18489,0
AIPGENE18490,0
AIPGENE18491,1
AIPGENE18495,0
AIPGENE18496,0
AIPGENE185,0
AIPGENE1850,0
AIPGENE18500,0
AIPGENE18503,1
AIPGENE18505,0
AIPGENE18506,1
AIPGENE18508,0
AIPGENE1851,0
AIPGENE18510,0
AIPGENE18511,1
AIPGENE18512,1
AIPGENE18514,0
AIPGENE18516,0
AIPGENE18517,0
AIPGENE18518,0
AIPGENE18519,0
AIPGENE1852,0
AIPGENE18520,0
AIPGENE18521,0
AIPGENE18522,0
AIPGENE18523,0
AIPGENE18526,0
AIPGENE18528,0
AIPGENE1853,0
AIPGENE18530,0
AIPGENE18532,1
AIPGENE18533,0
AIPGENE18534,0
AIPGENE18536,1
AIPGENE18537,0
AIPGENE18538,0
AIPGENE18539,1
AIPGENE1854,0
AIPGENE18544,0
AIPGENE18545,0
AIPGENE18546,0
AIPGENE18547,0
AIPGENE18552,0
AIPGENE18553,0
AIPGENE18554,1
AIPGENE18555,0
AIPGENE18556,0
AIPGENE18557,0
AIPGENE18559,0
AIPGENE18560,0
AIPGENE18561,0
AIPGENE18563,0
AIPGENE18564,0
AIPGENE18569,0
AIPGENE18570,0
AIPGENE18571,0
AIPGENE18572,0
AIPGENE18573,0
AIPGENE18575,0
AIPGENE18581,0
AIPGENE18582,0
AIPGENE18584,0
AIPGENE18587,0
AIPGENE18589,0
AIPGENE18592,0
AIPGENE18593,0
AIPGENE18596,1
AIPGENE18598,0
AIPGENE18601,0
AIPGENE18607,1
AIPGENE18608,0
AIPGENE18609,0
AIPGENE18610,0
AIPGENE18611,0
AIPGENE18612,1
AIPGENE18613,1
AIPGENE18614,1
AIPGENE18615,0
AIPGENE18618,0
AIPGENE18622,1
AIPGENE1863,0
AIPGENE18637,1
AIPGENE18639,0
AIPGENE1864,0
AIPGENE1865,0
AIPGENE18656,1
AIPGENE18658,0
AIPGENE18659,0
AIPGENE18660,0
AIPGENE18661,0
AIPGENE18665,0
AIPGENE18667,1
AIPGENE18668,1
AIPGENE18674,1
AIPGENE18677,0
AIPGENE1868,0
AIPGENE18682,0
AIPGENE18683,1
AIPGENE18684,0
AIPGENE18685,1
AIPGENE18686,0
AIPGENE18688,0
AIPGENE18689,0
AIPGENE18691,0
AIPGENE18692,0
AIPGENE18694,1
AIPGENE18695,1
AIPGENE18696,1
AIPGENE18697,1
AIPGENE18699,0
AIPGENE187,0
AIPGENE1870,1
AIPGENE18701,1
AIPGENE18703,0
AIPGENE18705,1
AIPGENE18719,0
AIPGENE1872,0
AIPGENE18720,0
AIPGENE18721,0
AIPGENE18724,0
AIPGENE18729,0
AIPGENE1873,1
AIPGENE18737,0
AIPGENE18739,0
AIPGENE18740,0
AIPGENE18747,0
AIPGENE1875,0
AIPGENE18751,0
AIPGENE18753,1
AIPGENE18754,1
AIPGENE18755,0
AIPGENE18756,1
AIPGENE18757,0
AIPGENE18758,0
AIPGENE18759,0
AIPGENE18760,1
AIPGENE18764,1
AIPGENE18767,0
AIPGENE1877,0
AIPGENE18773,0
AIPGENE18774,1
AIPGENE18776,0
AIPGENE18778,0
AIPGENE18779,0
AIPGENE18786,0
AIPGENE18788,0
AIPGENE18789,1
AIPGENE1879,0
AIPGENE18792,0
AIPGENE18793,0
AIPGENE18794,0
AIPGENE188,1
AIPGENE18802,0
AIPGENE18809,0
AIPGENE1881,1
AIPGENE18812,0
AIPGENE1882,0
AIPGENE18821,1
AIPGENE18825,1
AIPGENE18827,1
AIPGENE18830,0
AIPGENE18832,0
AIPGENE18833,0
AIPGENE18835,0
AIPGENE18836,0
AIPGENE1884,0
AIPGENE18840,0
AIPGENE18843,0
AIPGENE18845,0
AIPGENE18846,0
AIPGENE18847,1
AIPGENE18848,1
AIPGENE18849,1
AIPGENE1885,0
AIPGENE18853,0
AIPGENE18857,0
AIPGENE1886,0
AIPGENE18860,1
AIPGENE18862,1
AIPGENE18863,1
AIPGENE18864,0
AIPGENE18865,1
AIPGENE18867,1
AIPGENE18868,0
AIPGENE18869,1
AIPGENE18871,0
AIPGENE18872,0
AIPGENE18874,1
AIPGENE18877,0
AIPGENE18878,0
AIPGENE18879,0
AIPGENE18880,0
AIPGENE18881,0
AIPGENE18882,1
AIPGENE18886,0
AIPGENE18887,0
AIPGENE1889,0
AIPGENE18891,0
AIPGENE18893,0
AIPGENE18896,0
AIPGENE18899,0
AIPGENE18908,0
AIPGENE18909,0
AIPGENE18912,0
AIPGENE18914,0
AIPGENE18916,0
AIPGENE18917,0
AIPGENE18918,0
AIPGENE18919,0
AIPGENE1892,0
AIPGENE18921,1
AIPGENE18922,0
AIPGENE18923,0
AIPGENE18930,0
AIPGENE18933,0
AIPGENE18936,0
AIPGENE18937,0
AIPGENE18938,0
AIPGENE18939,0
AIPGENE1894,0
AIPGENE18940,1
AIPGENE18941,0
AIPGENE18942,1
AIPGENE18943,1
AIPGENE18944,1
AIPGENE18945,1
AIPGENE18946,0
AIPGENE18947,1
AIPGENE18949,0
AIPGENE18950,0
AIPGENE18952,1
AIPGENE18954,0
AIPGENE18956,1
AIPGENE1896,0
AIPGENE18961,0
AIPGENE18965,0
AIPGENE18966,1
AIPGENE1897,0
AIPGENE18973,0
AIPGENE18975,0
AIPGENE18977,0
AIPGENE1898,1
AIPGENE18983,1
AIPGENE18984,0
AIPGENE18985,0
AIPGENE18987,0
AIPGENE18988,0
AIPGENE18989,1
AIPGENE18990,0
AIPGENE18992,1
AIPGENE18993,0
AIPGENE18994,0
AIPGENE18996,1
AIPGENE18998,0
AIPGENE19,1
AIPGENE1900,0
AIPGENE19000,0
AIPGENE19002,1
AIPGENE19003,1
AIPGENE19004,0
AIPGENE19007,1
AIPGENE19008,0
AIPGENE19011,0
AIPGENE19012,0
AIPGENE19013,1
AIPGENE19014,1
AIPGENE19019,0
AIPGENE1902,0
AIPGENE19021,0
AIPGENE19022,1
AIPGENE19025,1
AIPGENE19027,0
AIPGENE19028,1
AIPGENE19033,1
AIPGENE19034,0
AIPGENE19035,1
AIPGENE19036,0
AIPGENE19037,0
AIPGENE19038,0
AIPGENE19039,0
AIPGENE1904,0
AIPGENE19041,0
