gene_id	colors
AIPGENE1090	pink
AIPGENE10900	tan
AIPGENE10901	blue
AIPGENE10902	greenyellow
AIPGENE10904	royalblue
AIPGENE10905	saddlebrown
AIPGENE10906	darkolivegreen
AIPGENE10907	turquoise
AIPGENE10908	yellow
AIPGENE10909	blue
AIPGENE10911	yellow
AIPGENE10914	purple
AIPGENE10915	purple
AIPGENE10916	grey
AIPGENE10917	tan
AIPGENE10918	brown
AIPGENE10921	yellow
AIPGENE10922	brown
AIPGENE10923	salmon
AIPGENE10924	grey60
AIPGENE10925	yellow
AIPGENE10928	black
AIPGENE10929	cyan
AIPGENE1093	blue
AIPGENE10930	purple
AIPGENE10931	pink
AIPGENE10932	purple
AIPGENE10933	greenyellow
AIPGENE10934	darkturquoise
AIPGENE10936	darkred
AIPGENE10937	tan
AIPGENE1094	blue
AIPGENE10944	red
AIPGENE10945	brown
AIPGENE10946	grey
AIPGENE1095	turquoise
AIPGENE10950	pink
AIPGENE10951	red
AIPGENE10953	blue
AIPGENE10954	mediumpurple3
AIPGENE10955	turquoise
AIPGENE10956	magenta
AIPGENE10957	pink
AIPGENE10958	grey
AIPGENE10959	black
AIPGENE1096	brown
AIPGENE10962	lightyellow
AIPGENE10963	blue
AIPGENE10966	brown
AIPGENE10967	darkgrey
AIPGENE10969	turquoise
AIPGENE1097	salmon
AIPGENE10970	darkmagenta
AIPGENE10971	blue
AIPGENE10972	grey
AIPGENE10973	turquoise
AIPGENE10975	tan
AIPGENE10976	grey
AIPGENE10977	pink
AIPGENE10978	turquoise
AIPGENE1098	midnightblue
AIPGENE10980	cyan
AIPGENE10987	steelblue
AIPGENE10988	purple
AIPGENE10989	yellow
AIPGENE1099	greenyellow
AIPGENE10990	plum1
AIPGENE10991	lightcyan
AIPGENE10992	darkorange
AIPGENE10993	pink
AIPGENE10997	grey
AIPGENE11	royalblue
AIPGENE11011	greenyellow
AIPGENE11018	grey
AIPGENE11019	tan
AIPGENE11020	magenta
AIPGENE11022	paleturquoise
AIPGENE11024	brown
AIPGENE11028	cyan
AIPGENE11032	black
AIPGENE11035	yellow
AIPGENE11037	yellow
AIPGENE1104	brown
AIPGENE11040	purple
AIPGENE11041	salmon
AIPGENE11042	midnightblue
AIPGENE11043	pink
AIPGENE11044	darkturquoise
AIPGENE11045	grey
AIPGENE11046	grey
AIPGENE1105	darkturquoise
AIPGENE11057	brown
AIPGENE11058	black
AIPGENE1106	salmon
AIPGENE11063	brown
AIPGENE11065	grey
AIPGENE11066	violet
AIPGENE11067	grey
AIPGENE11072	darkorange
AIPGENE11075	black
AIPGENE11076	greenyellow
AIPGENE11079	green
AIPGENE1108	blue
AIPGENE11083	brown
AIPGENE1109	grey
AIPGENE11090	grey
AIPGENE11091	darkred
AIPGENE11092	lightyellow
AIPGENE11094	green
AIPGENE11096	blue
AIPGENE11097	brown
AIPGENE11098	black
AIPGENE11099	darkred
AIPGENE111	darkturquoise
AIPGENE1110	blue
AIPGENE11100	blue
AIPGENE11101	cyan
AIPGENE11102	grey
AIPGENE11104	grey
AIPGENE11105	grey
AIPGENE11107	black
AIPGENE11108	blue
AIPGENE11109	pink
AIPGENE1111	grey
AIPGENE11111	grey
AIPGENE11112	cyan
AIPGENE11113	black
AIPGENE11114	tan
AIPGENE11116	lightyellow
AIPGENE11118	magenta
AIPGENE1112	blue
AIPGENE11121	yellow
AIPGENE11122	violet
AIPGENE11123	salmon
AIPGENE11124	grey
AIPGENE11126	darkgreen
AIPGENE11127	pink
AIPGENE1113	black
AIPGENE11132	magenta
AIPGENE11133	grey
AIPGENE11137	grey
AIPGENE11139	salmon
AIPGENE1114	grey60
AIPGENE11141	brown
AIPGENE11144	darkred
AIPGENE1115	yellow
AIPGENE11158	royalblue
AIPGENE1116	green
AIPGENE11163	turquoise
AIPGENE11166	lightgreen
AIPGENE11167	magenta
AIPGENE11168	green
AIPGENE1117	salmon
AIPGENE11170	turquoise
AIPGENE11171	grey
AIPGENE11172	grey
AIPGENE11173	grey
AIPGENE11174	magenta
AIPGENE11175	purple
AIPGENE11177	yellow
AIPGENE11178	darkgrey
AIPGENE11179	turquoise
AIPGENE1118	royalblue
AIPGENE11182	grey
AIPGENE11183	cyan
AIPGENE11184	grey60
AIPGENE11185	blue
AIPGENE11186	magenta
AIPGENE11188	grey60
AIPGENE1119	purple
AIPGENE11193	brown
AIPGENE11194	greenyellow
AIPGENE11195	midnightblue
AIPGENE11197	darkgreen
AIPGENE112	lightyellow
AIPGENE1120	purple
AIPGENE11201	salmon
AIPGENE11204	grey
AIPGENE11205	blue
AIPGENE11206	grey
AIPGENE11207	salmon
AIPGENE11208	pink
AIPGENE11211	tan
AIPGENE11213	turquoise
AIPGENE11215	lightgreen
AIPGENE11218	black
AIPGENE1122	grey
AIPGENE11222	darkgreen
AIPGENE11225	skyblue3
AIPGENE11227	blue
AIPGENE1123	blue
AIPGENE11230	darkred
AIPGENE11233	grey
AIPGENE11234	blue
AIPGENE11236	grey
AIPGENE11237	lightcyan
AIPGENE1124	grey
AIPGENE11253	tan
AIPGENE1126	blue
AIPGENE11263	salmon
AIPGENE11266	brown
AIPGENE1127	turquoise
AIPGENE1128	steelblue
AIPGENE11280	turquoise
AIPGENE11281	brown
AIPGENE11282	grey
AIPGENE11286	turquoise
AIPGENE11288	grey
AIPGENE11289	purple
AIPGENE1129	brown
AIPGENE11290	plum1
AIPGENE11292	brown
AIPGENE11293	blue
AIPGENE1130	red
AIPGENE11310	darkred
AIPGENE11311	brown
AIPGENE11312	grey
AIPGENE11314	green
AIPGENE11315	darkred
AIPGENE11316	lightcyan
AIPGENE11319	brown
AIPGENE11324	darkorange
AIPGENE11325	magenta
AIPGENE11327	turquoise
AIPGENE11329	salmon
AIPGENE1133	blue
AIPGENE11330	darkred
AIPGENE11332	salmon
AIPGENE11333	paleturquoise
AIPGENE11334	magenta
AIPGENE11335	darkorange
AIPGENE11336	grey
AIPGENE11337	black
AIPGENE11338	yellow
AIPGENE11339	lightyellow
AIPGENE11340	saddlebrown
AIPGENE11341	pink
AIPGENE11342	royalblue
AIPGENE11343	tan
AIPGENE11345	grey60
AIPGENE11349	yellow
AIPGENE1135	yellow
AIPGENE11350	yellow
AIPGENE11352	pink
AIPGENE11354	black
AIPGENE11355	blue
AIPGENE11356	grey60
AIPGENE11358	salmon
AIPGENE1136	darkmagenta
AIPGENE11360	midnightblue
AIPGENE11361	grey
AIPGENE11362	darkgrey
AIPGENE11363	blue
AIPGENE11364	greenyellow
AIPGENE11365	grey
AIPGENE11366	grey
AIPGENE11369	black
AIPGENE11370	grey
AIPGENE11371	lightgreen
AIPGENE11375	turquoise
AIPGENE11376	lightgreen
AIPGENE11377	grey
AIPGENE11378	grey
AIPGENE11379	grey
AIPGENE11380	darkgrey
AIPGENE11381	magenta
AIPGENE11382	midnightblue
AIPGENE11383	midnightblue
AIPGENE11385	black
AIPGENE11389	skyblue
AIPGENE11391	salmon
AIPGENE11392	white
AIPGENE11395	grey
AIPGENE11396	green
AIPGENE11398	green
AIPGENE1140	grey
AIPGENE11405	darkgreen
AIPGENE11406	violet
AIPGENE11407	grey
AIPGENE11408	green
AIPGENE11409	saddlebrown
AIPGENE11410	white
AIPGENE11411	midnightblue
AIPGENE11417	yellow
AIPGENE11419	darkolivegreen
AIPGENE1142	green
AIPGENE11420	green
AIPGENE11425	red
AIPGENE11426	brown
AIPGENE11428	red
AIPGENE1143	green
AIPGENE11433	grey
AIPGENE11434	darkred
AIPGENE11436	magenta
AIPGENE11439	grey
AIPGENE1144	lightyellow
AIPGENE11442	darkturquoise
AIPGENE11446	yellow
AIPGENE1145	grey
AIPGENE11464	midnightblue
AIPGENE11467	black
AIPGENE11469	yellow
AIPGENE1147	brown
AIPGENE11470	blue
AIPGENE11471	grey
AIPGENE11472	greenyellow
AIPGENE11476	black
AIPGENE11477	brown
AIPGENE11478	mediumpurple3
AIPGENE1148	brown
AIPGENE11482	darkgrey
AIPGENE11483	blue
AIPGENE11484	grey
AIPGENE11485	yellow
AIPGENE11488	black
AIPGENE1149	red
AIPGENE11491	yellow
AIPGENE11493	magenta
AIPGENE11499	grey
AIPGENE11501	green
AIPGENE11503	lightyellow
AIPGENE11504	lightgreen
AIPGENE11505	pink
AIPGENE11506	black
AIPGENE11507	turquoise
AIPGENE11508	midnightblue
AIPGENE11510	grey
AIPGENE11512	yellow
AIPGENE11519	green
AIPGENE11520	grey
AIPGENE11521	darkgreen
AIPGENE11522	turquoise
AIPGENE11523	purple
AIPGENE11524	turquoise
AIPGENE11525	grey
AIPGENE11526	grey
AIPGENE11527	blue
AIPGENE11529	tan
AIPGENE11530	pink
AIPGENE11532	lightcyan
AIPGENE11533	brown
AIPGENE11535	grey60
AIPGENE11536	grey
AIPGENE11537	turquoise
AIPGENE11538	darkorange
AIPGENE11539	green
AIPGENE11540	yellow
AIPGENE11541	magenta
AIPGENE11542	salmon
AIPGENE11543	turquoise
AIPGENE11544	turquoise
AIPGENE11548	darkorange
AIPGENE11549	turquoise
AIPGENE11550	grey
AIPGENE11551	purple
AIPGENE11552	grey
AIPGENE11554	blue
AIPGENE11556	turquoise
AIPGENE11557	turquoise
AIPGENE11558	grey
AIPGENE11559	skyblue
AIPGENE1156	pink
AIPGENE11560	grey
AIPGENE11561	tan
AIPGENE11562	lightgreen
AIPGENE11563	black
AIPGENE11564	turquoise
AIPGENE11569	turquoise
AIPGENE11570	grey
AIPGENE11574	grey
AIPGENE11575	lightyellow
AIPGENE11576	red
AIPGENE11577	turquoise
AIPGENE11578	saddlebrown
AIPGENE11579	grey
AIPGENE11580	turquoise
AIPGENE11583	white
AIPGENE11585	greenyellow
AIPGENE11586	darkgreen
AIPGENE11588	green
AIPGENE1159	grey
AIPGENE11590	cyan
AIPGENE11591	black
AIPGENE11592	greenyellow
AIPGENE11593	grey
AIPGENE11594	turquoise
AIPGENE11596	turquoise
AIPGENE11598	grey
AIPGENE11599	orange
AIPGENE1160	pink
AIPGENE11601	grey
AIPGENE11605	grey
AIPGENE11606	greenyellow
AIPGENE11607	brown
AIPGENE11610	orangered4
AIPGENE11611	turquoise
AIPGENE11612	brown
AIPGENE11613	grey
AIPGENE11615	green
AIPGENE11616	yellow
AIPGENE11617	tan
AIPGENE11618	darkgreen
AIPGENE11619	grey
AIPGENE11620	red
AIPGENE11621	turquoise
AIPGENE11622	grey
AIPGENE11623	green
AIPGENE11624	grey60
AIPGENE11626	darkgreen
AIPGENE11628	violet
AIPGENE11629	purple
AIPGENE1163	brown
AIPGENE11630	brown
AIPGENE11631	turquoise
AIPGENE11633	salmon
AIPGENE11635	lightcyan
AIPGENE11637	grey
AIPGENE11640	grey
AIPGENE11643	brown
AIPGENE11645	purple
AIPGENE11646	purple
AIPGENE11647	greenyellow
AIPGENE11649	yellowgreen
AIPGENE11650	pink
AIPGENE11651	brown
AIPGENE11652	turquoise
AIPGENE11653	tan
AIPGENE11654	red
AIPGENE11655	grey
AIPGENE11657	yellow
AIPGENE11658	pink
AIPGENE11661	turquoise
AIPGENE11662	brown
AIPGENE11663	magenta
AIPGENE11665	darkmagenta
AIPGENE11677	lightgreen
AIPGENE11678	turquoise
AIPGENE11679	purple
AIPGENE11681	grey
AIPGENE11684	red
AIPGENE11685	turquoise
AIPGENE11686	yellow
AIPGENE11687	brown
AIPGENE11689	royalblue
AIPGENE11690	turquoise
AIPGENE11695	black
AIPGENE11696	salmon
AIPGENE11697	lightgreen
AIPGENE11698	purple
AIPGENE11699	lightcyan
AIPGENE11700	grey
AIPGENE11703	red
AIPGENE11704	brown
AIPGENE11705	skyblue
AIPGENE11706	purple
AIPGENE11707	turquoise
AIPGENE11708	grey
AIPGENE11711	blue
AIPGENE11713	grey
AIPGENE11714	red
AIPGENE11717	orange
AIPGENE11718	salmon
AIPGENE11720	red
AIPGENE11721	pink
AIPGENE11722	grey
AIPGENE11723	red
AIPGENE11724	green
AIPGENE11725	cyan
AIPGENE11726	turquoise
AIPGENE11727	grey
AIPGENE11728	black
AIPGENE1173	blue
AIPGENE11731	black
AIPGENE11733	lightyellow
AIPGENE11734	midnightblue
AIPGENE11735	magenta
AIPGENE11736	blue
AIPGENE11738	grey
AIPGENE11739	paleturquoise
AIPGENE1174	turquoise
AIPGENE11741	purple
AIPGENE11747	turquoise
AIPGENE11748	turquoise
AIPGENE1175	red
AIPGENE11751	blue
AIPGENE11755	green
AIPGENE11758	brown
AIPGENE11759	turquoise
AIPGENE1176	turquoise
AIPGENE11760	grey
AIPGENE11761	brown
AIPGENE11762	pink
AIPGENE11763	green
AIPGENE11764	grey60
AIPGENE11766	yellow
AIPGENE11769	brown
AIPGENE1177	turquoise
AIPGENE11772	lightyellow
AIPGENE11773	magenta
AIPGENE11774	tan
AIPGENE11775	grey60
AIPGENE11776	sienna3
AIPGENE11777	grey60
AIPGENE11778	grey
AIPGENE11779	black
AIPGENE1178	grey
AIPGENE11780	green
AIPGENE11781	yellow
AIPGENE11782	grey
AIPGENE11783	tan
AIPGENE11784	darkolivegreen
AIPGENE11785	blue
AIPGENE11786	lightcyan
AIPGENE11787	brown
AIPGENE11789	grey
AIPGENE1179	grey
AIPGENE11792	green
AIPGENE11793	pink
AIPGENE11795	turquoise
AIPGENE11796	green
AIPGENE11797	darkturquoise
AIPGENE11798	grey
AIPGENE11799	yellow
AIPGENE1180	saddlebrown
AIPGENE11800	green
AIPGENE11802	green
AIPGENE11803	sienna3
AIPGENE11805	black
AIPGENE11806	brown
AIPGENE1181	grey
AIPGENE11810	grey
AIPGENE11811	grey60
AIPGENE11813	orangered4
AIPGENE11815	green
AIPGENE11817	yellow
AIPGENE11818	blue
AIPGENE11819	grey
AIPGENE1182	turquoise
AIPGENE11820	greenyellow
AIPGENE11822	grey
AIPGENE11823	blue
AIPGENE11826	blue
AIPGENE11827	brown
AIPGENE11828	yellow
AIPGENE11829	brown
AIPGENE11831	brown
AIPGENE11832	black
AIPGENE11833	midnightblue
AIPGENE11836	brown
AIPGENE11837	blue
AIPGENE1184	grey
AIPGENE11844	brown
AIPGENE11845	grey
AIPGENE11846	lightcyan
AIPGENE11847	grey
AIPGENE1185	grey
AIPGENE11850	lightgreen
AIPGENE11852	magenta
AIPGENE11854	blue
AIPGENE11855	purple
AIPGENE11856	black
AIPGENE11857	brown
AIPGENE11859	darkred
AIPGENE1186	lightcyan
AIPGENE11863	yellow
AIPGENE11864	pink
AIPGENE11865	grey
AIPGENE11866	darkturquoise
AIPGENE11867	greenyellow
AIPGENE11868	steelblue
AIPGENE11869	magenta
AIPGENE1187	brown
AIPGENE11872	green
AIPGENE11873	lightgreen
AIPGENE11876	red
AIPGENE11877	purple
AIPGENE11880	red
AIPGENE11881	grey
AIPGENE11882	grey60
AIPGENE11883	magenta
AIPGENE11884	darkgrey
AIPGENE11885	grey
AIPGENE11886	magenta
AIPGENE11887	brown
AIPGENE11888	green
AIPGENE11889	tan
AIPGENE1189	purple
AIPGENE11890	grey
