baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AIPGENE10	1.42972764961	-0.699795409530547	0.990393077766059	-0.706583502288822	0.479825344244051	NA
AIPGENE100	0.0413840992564291	0	6.19612289144759	0	1	NA
AIPGENE1000	1.48110318828028	-0.75014325168883	0.875815109228261	-0.856508689773382	0.391716468326604	NA
AIPGENE10000	44.8704083591376	-0.184554387931271	0.195594071853537	-0.94355818753785	0.345395467470844	0.634107458765229
AIPGENE10001	3.86794158349404	0.70994937592643	0.613357878553201	1.15747983477618	0.247076373341361	0.529245130061031
AIPGENE10002	145.272743676908	-0.724779828597971	0.161480151764573	-4.48835241159947	7.17761236046993e-06	0.000163738025388423
AIPGENE10003	2.63387123261006	1.80843036767122	0.932224222724095	1.93990922311236	0.0523907229981965	NA
AIPGENE10004	17.5436509284815	-1.0493633615164	0.285232419564915	-3.67897647510429	0.000234171864908012	0.00314962125154559
AIPGENE10005	1.3441266294002	-0.529315913857376	1.1089825975542	-0.4772986654838	0.633149461123788	NA
AIPGENE10006	13.8175648549091	-0.322190227753659	0.303145756636725	-1.06282281938637	0.287862309039292	0.57361160871446
AIPGENE10007	14.9976265399836	0.649927380013759	0.364949559968812	1.78086906056086	0.0749338440795473	0.259478805768877
AIPGENE10008	470.011908026712	0.339960775868373	0.197651917635652	1.71999735664114	0.0854329220775528	0.28237245024334
AIPGENE10009	2.32308840779838	0.392161072848795	0.718784711834398	0.545589056628608	0.585348448418958	NA
AIPGENE1001	2.01420077200399	-1.10644092286548	0.821219295147384	-1.34731481518211	0.177878862614479	NA
AIPGENE10010	61.195858322268	-0.245712471952817	0.161106428685663	-1.52515622099867	0.127220137143353	0.362683082989813
AIPGENE10011	1.29727755289325	0.983684623571141	1.1117812269224	0.884782545118294	0.376273925378912	NA
AIPGENE10012	75.7798413543448	-0.539985469192055	0.162101635005314	-3.33115374915468	0.0008648681965293	0.00937420368266222
AIPGENE10013	0.285160539706706	-1.32571514198639	2.14445156771839	-0.61820708004933	0.536438843602592	NA
AIPGENE10014	14.8983700876749	0.0455257744644115	0.321864125700449	0.141444077886397	0.887519135146633	0.955573220073265
AIPGENE10015	1.31467429709274	-1.23231522408519	1.13684392288687	-1.08397925104432	0.278373998695996	NA
AIPGENE10016	9.52389721809853	-0.813043491813773	0.395665741191121	-2.05487462565288	0.0398911158923486	0.170581910121967
AIPGENE10017	8.78463169730428	0.0234964272285611	0.398550207466834	0.0589547484566705	0.952988150882295	0.984180142046349
AIPGENE10018	0.895510328426836	1.50144283287043	1.15287530232977	1.30234625534631	0.192798046091044	NA
AIPGENE10019	1.93702932181372	0.574989803764655	0.833930698397865	0.689493509315962	0.490512756408389	NA
AIPGENE1002	5.89983747303452	0.458777899018574	0.532673234574588	0.861274547396716	0.389086850565364	0.673201721188273
AIPGENE10020	119.360039413946	0.0162737736685801	0.126261224407254	0.128889718478329	0.897444912273678	0.960608709411425
AIPGENE10021	2.26148018350428	-1.05581344272147	0.761090536241727	-1.38723764446617	0.165369310052408	NA
AIPGENE10022	16.9155215910539	-0.196848987689538	0.306884005635819	-0.641444272345494	0.521234076656117	0.771328657200776
AIPGENE10023	0.374388207351055	1.4017057930525	1.93499658625579	0.724397036671158	0.468822018601725	NA
AIPGENE10024	42.762006620919	-0.280401982232307	0.204770615348716	-1.36934677739183	0.170890902469142	0.43127843498875
AIPGENE10025	1319.14805196981	0.00292234427860862	0.10975195994606	0.0266268072118699	0.978757391773522	0.993618068734152
AIPGENE10026	0.478849558749941	-0.189351350209936	1.7236085830484	-0.10985751177628	0.912522379211466	NA
AIPGENE10027	0.316612919930207	-0.0482761564500529	1.98630263768982	-0.024304532216803	0.980609698013942	NA
AIPGENE10028	6.17221635901661	0.973948150255103	0.5445998693572	1.78837382279336	0.0737157167386989	0.256885236251589
AIPGENE10029	313.786123446643	2.65881315577656	0.309551503321034	8.58924323497508	8.75440119974785e-18	3.03386567535092e-15
AIPGENE1003	12.343553009036	-1.1640918841775	0.349431086754087	-3.3313918775542	0.000864128614875462	0.00937420368266222
AIPGENE10030	2.59022646488836	0.0467652240242322	0.704347435451231	0.0663951079686585	0.947063264886243	NA
AIPGENE10031	60.5888398759733	-0.184727255264764	0.181007454787816	-1.02055053744228	0.307467434018366	0.59516774070557
AIPGENE10033	10.1514902854847	0.410919014396922	0.381881295501659	1.07603859952637	0.281909993842842	0.567162793936784
AIPGENE10034	26.11367668925	1.69001566794917	0.363248055045969	4.65251126461035	3.27916818950375e-06	8.31948465274721e-05
AIPGENE10035	65.8685243809803	-0.23952155532911	0.152741758717686	-1.56814716119526	0.116846792383847	0.343281238733749
AIPGENE10036	275.315764943034	-0.519637858350009	0.112377649963098	-4.62403207862637	3.7635162477802e-06	9.43079271443753e-05
AIPGENE10037	1.94525542385192	0.784794727157271	0.803829914536515	0.97631938419433	0.328906216950664	NA
AIPGENE10038	98.8173258972593	-0.183222051363396	0.141212924083573	-1.29748783655921	0.194463387570399	0.463875621222574
AIPGENE10039	0.716758240358273	-1.18805916261144	1.41702721345302	-0.838416617078489	0.401796760010196	NA
