,Sym_MMdarkgreen,Sym_MMpink,Sym_MMred,Sym_MMdarkturquoise,Sym_MMgreen,Sym_MMblue,Sym_MMlightyellow,Sym_MMbrown,Sym_MMlightcyan,Sym_MMcyan,Sym_MMgreenyellow,Sym_MMblack,Sym_MMdarkred,Sym_MMturquoise,Sym_MMmagenta,Sym_MMroyalblue
AIPGENE10040,-0.0281995454021764,-0.185708508829562,-0.349309653455356,-0.558213306145596,-0.152074704517049,-0.303611137121639,-0.425735703021414,0.250340049299074,-0.0157363476776285,0.328726546305252,0.343979553298403,-0.0285768102904692,-0.068473730657089,0.488497119225721,0.249612913718252,0.295133986598736
AIPGENE10041,-0.315657852881205,-0.82316926113554,-0.44209851627192,-0.556671984308272,-0.316997780922863,-0.247587152168483,-0.385970710361427,0.562090776635355,0.100625463526938,0.12158943124899,-0.216082067188195,0.541431855414493,0.102689919747043,0.720027641506108,0.15067001233953,-0.0429785730043732
AIPGENE10042,0.0958703033240402,-0.0366264300959841,-0.0293587644668834,-0.425516513271265,-0.105677985931095,-0.126095798052206,0.148845522183596,0.19334486509167,0.221520727674716,0.433510101572056,0.200111837615714,-0.081222742626162,0.0112711841885901,0.0912376646865455,-0.154392351605394,-0.083414887393206
AIPGENE10043,0.257227579605183,-0.311281977444008,-0.516575390280015,0.0462755560005068,0.433464384466769,0.218744586304988,0.0351725412157654,-0.27306125898875,0.0405230705641861,-0.50672364562536,-0.498199026362191,0.309735254593815,0.297293761693223,0.354162057355957,-0.0413819706240132,0.262932168981146
AIPGENE10044,-0.123576827916753,-0.156754377538401,0.0724062481426584,-0.0169264748211697,-0.269743807252876,-0.164891238075921,0.0197197430990296,0.291262470906328,0.0708843872458375,-0.0573673985171177,-0.145803432637454,0.136161666272155,-0.189827606155971,0.0986963895200866,-0.108886462638543,-0.137396653153715
AIPGENE10045,0.314432636716771,0.29644865802396,-0.0267378764876793,0.412513121081154,0.261126385092159,0.283949475672935,0.308940706601617,-0.338765918871927,0.0110976858773048,-0.57890475496804,-0.0935554732077699,-0.163715070072311,0.022791313543793,-0.222258358770935,-0.0892430983293001,-0.00997686587632555
AIPGENE10047,0.05876666785919,-0.077010597381702,-0.174093150962528,-0.448088427313196,-0.229627679164329,-0.194114579010448,-0.464687570985319,0.239695171923052,0.0824497154985443,0.363429230756053,0.521756924919274,-0.164016879316207,0.150458327385384,0.251334831507359,0.15523502291167,0.296417438185728
AIPGENE10048,-0.150167054276327,-0.21315560658448,0.12083942774526,-0.219557881913487,-0.440672153279403,-0.28773959339508,-0.175814865934867,0.489991375159016,0.143168865943505,0.10975213259315,0.0712749843575256,-0.0116199931431123,-0.0851619168242419,0.166715769619423,-0.0411213936922202,-0.374410644178831
AIPGENE10049,-0.00640815698798949,-0.401126942841576,-0.23057051259258,0.160760078362006,-0.0342917976772259,0.139817953193331,-0.0239742263157073,0.0646520683261126,0.0884294818229902,-0.526453936638649,-0.405399934060355,0.24774850893252,0.261637177561964,0.267558671828318,-0.140013408956324,-0.135516362683436
AIPGENE1005,0.0286001872216112,-0.10317180500281,0.325236966225387,-0.108833298575843,-0.426467921147855,-0.60348840268754,-0.3421198952868,0.442469036203054,0.621857207164374,0.278087197868293,0.200513243740546,-0.129504816919297,-0.0686726894272402,0.0315523036601946,-0.548159192229589,-0.285792976486688
AIPGENE10050,-0.341457508612465,-0.20012556835884,-0.342091141743937,0.0123999204552549,0.361457673603078,0.2236964837519,0.442253090807965,-0.272219617588665,-0.144480158693172,-0.329707506453814,-0.385907279197887,0.317048808885632,0.247112019089748,0.184139630432018,0.0585971041726638,0.315372568266131
AIPGENE10051,-0.100933643051707,0.0892553285945123,-0.252310354360874,-0.302167682348216,-0.0126805492413519,0.204417184036539,0.496674540452933,0.024044556961556,-0.237405575537078,0.020132522960219,0.212959076302937,-0.197374853753293,-0.00842020062470758,0.153869361376983,0.186999608341204,0.289381091881912
AIPGENE10053,-0.100432419942422,0.219105555200737,-0.445701190650581,-0.0839770532839847,0.13909622450939,0.458198876699424,-0.00123809176279586,-0.229944329321621,-0.579317667578233,-0.224919802255571,0.378739578117484,-0.381403308418924,-0.132288705707706,0.16878965052969,0.646807840601234,0.594412330774563
AIPGENE10055,-0.300307836787861,-0.728746808525186,-0.706369755106223,-0.48108679168976,-0.446607478104624,0.0462656689349609,-0.295108854605085,0.564392502175367,0.0745557895171609,-0.295766540102115,-0.0488652336480725,0.206225481665112,0.131637203345194,0.868911091608439,0.0403512387161774,0.0946364727007855
AIPGENE10065,-0.132439950131196,-0.297020229335165,-0.13566349355797,-0.000918451943205532,-0.271244258868099,0.0543711311234786,0.153318592060115,0.267107567868564,0.0931427725132553,-0.324470927110441,-0.14667986932189,0.126256354193826,0.0250835047029271,0.220734236234911,-0.00216793218504616,-0.0587831882381812
AIPGENE10067,-0.112411601988198,-0.0664726134668881,-0.174934569657407,-0.020428843242253,0.00751685874494961,0.488316749725438,0.248944434440399,-0.0356838618523262,-0.0521106104457714,-0.241180069375317,-0.0230727352008675,-0.0786617846252401,-0.072390213806318,0.00129889531712704,-0.0653111247722749,0.127576210491287
AIPGENE10068,-0.116271346070088,-0.200772014247988,0.218692033207029,0.428154651363102,0.160586833063127,0.0497740781452105,-0.0720346376608493,-0.146722942550893,-0.0569388079535085,-0.175587927321431,-0.49322821991801,0.505444381966281,0.0036161098083033,-0.208484427704033,0.0140459112860273,-0.400046570491359
AIPGENE10069,0.0693319102252836,-0.0905036447228713,-0.3328290952419,-0.120795542953415,0.0725874211266948,0.255542890006405,-0.0117729897443431,-0.0302897041747618,-0.224164461234822,-0.335796238844073,-0.100249233698069,0.0191733123930267,0.0115608115482812,0.230543395895112,0.260631520965228,0.00142477818233574
AIPGENE1007,-0.52131357852609,-0.226069034703068,-0.210628227797561,0.0184620189041985,0.083556102241853,0.2343727077275,-0.240938629194335,-0.0844220920387974,-0.596330602138671,0.151679462884849,-0.100670599377736,0.224588336783504,-0.208302338532397,0.16776406315895,0.645295849733949,0.175448958290862
AIPGENE10070,-0.0991347590092815,0.0129410463549037,-0.0831688749732354,-0.100378001288158,-0.395986771072607,0.0628069663183401,-0.16736417127445,0.363977340008119,0.1478633823194,-0.0767820974746373,0.248490914228487,-0.158636709378365,-0.427714905203556,0.114821627621954,-0.217213766679704,-0.0750207576555016
AIPGENE10071,0.0179164668497416,0.229081429955475,0.47838616208177,-0.0826850047986084,-0.105294750433207,0.049728184902608,0.0760213287237526,0.0648059225412232,0.201748906154476,0.572562864525177,0.139863979621556,-0.180432317923958,-0.216509614049256,-0.462970328991981,-0.371007643663423,-0.353589284754703
AIPGENE10072,0.290581717700832,0.119692466656813,-0.3870602279274,0.0272297223162548,0.21523042832955,0.116230667446726,-0.156385231831027,-0.222137248265932,-0.112494839172912,-0.403562532188165,0.0904435512355714,-0.137210061208799,0.145152709634916,0.236464603109861,0.0618065711442746,0.4132081287614
AIPGENE10074,-0.155979493724878,0.193601537145434,0.0649857677537517,0.370077465931749,0.480086333021187,0.1188746090652,0.170173937008051,-0.449129789797248,-0.228228581429272,-0.0406498678478061,-0.254846004258331,0.149642721687132,0.00610602591455922,-0.242183836622635,0.0785974666287281,0.134364901150757
AIPGENE10077,0.415185980083592,0.243615154345004,0.0333780889438335,-0.341158034769975,0.0165833112350119,0.292549267952179,0.0795129197750539,-0.127471470681232,0.264058539602468,0.310782747632038,0.375642516102984,-0.454901368002989,0.432532830837045,-0.214746263997525,-0.332241564082002,0.209688893445209
AIPGENE1008,-0.0224121937591783,-0.407447082964435,-0.0516183505006548,-0.0491604074285733,-0.159278790442175,-0.266800042798213,-0.141136844096336,0.270625550319572,0.313921893224884,-0.0795371441315563,-0.206195063050772,0.295135427740605,-0.0742883795435423,0.264092968111118,-0.286130084402108,-0.215371676368457
AIPGENE10081,-0.105018226912417,-0.343851436808355,0.115181202742941,-0.593967504319822,-0.591039911130442,-0.525151620936941,-0.458405215246727,0.670980113554569,0.529738405713725,0.664892395624386,0.310264544829583,0.0163841262051986,0.175095814581057,0.238740068900305,-0.356876301890972,-0.169128061881444
AIPGENE10083,0.488460747414665,0.523764655018776,0.0116264975149518,0.161276650345758,0.240603986119905,0.207831631619015,0.0701148784966534,-0.276353064425977,-0.181991768414635,-0.145189470357218,0.236592968455481,-0.299873627344646,-0.375975285589829,-0.251882774273792,0.184924236896808,0.216105236408892
AIPGENE10086,-0.231194672472192,0.246370326860015,0.0805589243454795,0.140572773521691,-0.0171896925865844,0.162345941563616,0.34582909769257,-0.0466815567121275,-0.367384025227495,-0.111206656954676,0.136637615617058,-0.0886360972179998,-0.394990943706256,-0.163089483645321,0.355910486535233,-0.0272787280113994
AIPGENE10087,0.459495405617942,0.0432489808713874,0.253249354440835,-0.133621701273366,0.174176999668946,-0.361413006192448,-0.0211707131030406,-0.0107980070650695,0.248196730795496,0.318910503762121,-0.106577590152063,0.15519842834946,0.228336942155194,-0.137611298599825,-0.135645020717281,-0.204964747803939
AIPGENE10088,0.425952796476277,0.28176932132475,0.172087461614917,0.391101282014095,0.169706869416255,-0.162757645665991,-0.0161091733670042,-0.173830714718899,-0.184554395831992,-0.292149084691333,-0.162600461436671,0.149230914207691,-0.370635131397705,-0.1647589026693,0.146921169513585,-0.200127011099502
AIPGENE10089,-0.268946102757845,-0.340399195118209,0.0335982458938802,-0.254863853622865,-0.0284720313663089,-0.265761814457877,-0.105820008241782,0.148979973766056,0.0117155855807756,0.394507880405158,-0.173544191932474,0.366142239609355,0.401436520783193,0.131386568167038,0.0984206991232892,-0.221427893135926
AIPGENE1009,-0.0549337125863313,0.103283339080546,0.168950332609743,0.579308577492547,0.770948874616305,0.0410270185925853,0.204610111511178,-0.673888846515971,-0.456588760454931,-0.177031525469023,-0.693675536268191,0.5791999529293,0.0129253272712651,-0.325060893266857,0.371464497236442,-0.0820944323098474
AIPGENE10090,-0.0387738449054257,-0.515404362876376,-0.450387137399591,-0.589402302421892,-0.433743238875763,-0.11408178265686,-0.319837226225728,0.517683526620527,0.324888426729186,0.0857808939158371,0.22871340588845,-0.0204500185957309,0.146464333683025,0.600077256205805,-0.0806449334468371,0.149229453695267
AIPGENE10091,-0.218624972399295,0.015015035987997,0.0833066305018591,0.398863906244215,0.133906809222657,0.311902795507358,-0.0603660361175003,-0.293930148222816,-0.24649632749017,-0.29015623673909,-0.209813889238815,0.0586682468080189,0.223409193362098,-0.198886754629642,0.0802578482613541,-0.00416143235358504
AIPGENE10092,-0.140888227778064,-0.354073148645752,0.2641187530875,-0.072829416766157,-0.409452373716886,-0.420154183251861,-0.401658432915192,0.516535559379333,0.281226816051255,0.31381141361512,-0.0368741486849978,0.256695646949489,-0.269103964777722,0.09136256091524,-0.232346268994917,-0.607901006785089
AIPGENE10093,0.205558217809153,0.268552431892562,0.610689483600185,-0.0513127316859254,-0.124147141333174,-0.567871225760859,-0.111333137442021,0.101967328216385,0.63249511619009,0.595512901320236,0.359881757824484,-0.198418415639357,0.191501901850245,-0.436110843734676,-0.560789372916898,-0.199597055890636
AIPGENE10094,-0.149052261632464,-0.249038052598444,0.0521762066128651,-0.309327290101193,-0.517481166267458,-0.250838149563243,-0.43673819798497,0.477666145525261,0.275610806083302,0.24945137580187,0.319487251389941,-0.173041267895257,0.111309478293307,0.214284385415598,-0.188702432574462,-0.141515215197188
AIPGENE10095,-0.13686718257145,-0.643469122773254,-0.356173787003136,-0.194353129256737,-0.229743071927663,-0.168177083233517,-0.481103008314265,0.357200204385842,-0.077967143653933,-0.0978274591240799,-0.270392551367504,0.463935422959141,-0.0607167540872829,0.582624445773504,0.262062779115825,-0.100038007910437
AIPGENE10097,-0.117840972609644,0.360030354306831,0.113951708362956,0.352601397867359,-0.126925438400939,0.43414382019213,0.373229929963155,-0.102984005956718,-0.279658020457795,-0.313593737063294,0.0883572787557817,-0.44305863186648,-0.383043904689685,-0.253630897976645,0.0974638031646638,-0.00374995808568494
AIPGENE10098,-0.13576526026624,-0.256469300377336,-0.0701953662722205,-0.264607861542863,-0.473386791788243,0.00773054427646952,-0.252819611328113,0.432241775439782,0.0959792096970109,0.148376836715056,0.221552832929053,-0.0108882250894243,-0.119334761014714,0.209538379033635,0.0313689566302707,-0.0922666317336073
AIPGENE10100,0.27851841630531,0.384148480237739,0.586867813360965,0.0550454601262052,-0.29613276765656,-0.332873191584125,-0.0603436723881658,0.208032454752047,0.132487042423867,0.288323534689482,0.333274533610867,-0.329845758118292,-0.218959199009928,-0.381049514459426,-0.134471463984356,-0.351033957759867
AIPGENE10101,0.675294879088155,0.397369582197311,0.0320612771876571,0.0688411687937291,0.18358773377972,0.151954720055297,0.15884829844936,-0.201513558007876,-0.0211763211155006,-0.107165393315248,0.138828878733263,-0.239581885882393,-0.240448105035663,-0.211000597492227,0.045055976036203,-0.0851081460106367
AIPGENE10102,0.529760808377672,0.389211835291909,0.30312936106317,-0.147349211865206,-0.0933055285641326,-0.123469082319577,0.14574303655409,0.0760650673361954,0.585117663704323,0.237508536424762,0.325459622517684,-0.392245391885664,-0.0548912450740981,-0.308304580988985,-0.719488513053435,-0.250496608229814
AIPGENE10103,0.454182545903199,0.436862805602923,0.112199341443107,0.205041852039472,0.140347072436607,-0.128381640785025,0.0853558461275084,-0.180052700545955,0.283973540269541,-0.185594731219192,0.153446269959613,-0.322955479648999,-0.195175556629825,-0.196773014683032,-0.308611619751392,0.0258210518257448
AIPGENE10105,0.236109272624628,0.282776933879767,0.133910727151931,-0.0367293172703766,0.00810495916430854,-0.0481917503885429,-0.264917069521874,-0.050117131600497,0.277984067882177,0.138638229300581,0.371352982183436,-0.301689929569594,-0.111806762545632,-0.210287260518451,-0.240483146025556,0.158825780517323
AIPGENE10106,-0.170841503505826,-0.142116395204816,-0.389347484437203,-0.743734500936511,-0.250982757163325,-0.218437747823737,-0.305137161522309,0.332768771282793,0.216204921091335,0.420236916298369,0.484144088693597,-0.293816342354943,0.17951357702403,0.476096282126766,-0.0274231953612467,0.440412005710649
AIPGENE10109,-0.120050935182715,0.167228690541762,-0.231530434022508,-0.120174292947479,0.384808257463599,0.182971426205567,0.30622267132522,-0.358106306819166,-0.393477914091721,0.11157317979752,0.0950298783045646,0.0102504923447143,0.0642789226144008,-0.00348246666754314,0.514039096867154,0.471484964939436
AIPGENE1011,-0.430103611609423,-0.327734595128903,-0.162851492872799,-0.229142886092872,0.120123200538887,-0.14229211951322,0.0253715019994896,0.0226232465473764,-0.215317754251582,0.283428449469016,-0.249396525702292,0.384854219921455,0.101025059257529,0.268317114399906,0.257999671219267,0.199337616290697
AIPGENE10113,-0.271819918758687,-0.170640783078751,0.188067021385457,0.187146531601212,-0.195554968295867,0.200957717677758,0.0336827385505165,0.120393252756979,0.0762467705660284,-0.103144055698534,-0.18394012861239,0.150171858233403,-0.12016205689354,-0.139350908753957,-0.274327620299103,-0.21078881502764
AIPGENE10115,-0.0619176064497843,0.07332866439292,0.201904098949514,0.499783503417592,0.0536194656975399,0.196509708412824,-0.184960051801469,-0.184364612880391,-0.244049163872448,-0.118884781629231,-0.140435782977467,0.0654047398985676,-0.369044230683005,-0.257165201880467,0.195106511789945,-0.130844643691928
AIPGENE10117,-0.0515355962658034,0.32539261719806,0.38764127986439,0.0973087139287264,0.073975208477953,-0.274321073191088,0.0509790559566007,-0.0713252601614375,0.0526588119120804,0.425944755386145,0.253917191406968,-0.0371149944043055,-0.362365239924209,-0.364970494797709,-0.0130240627771139,-0.0682286699369288
AIPGENE10118,0.183955434399265,0.39259685202008,0.630788117603254,0.394520180613851,0.203196921977327,-0.0863540626650112,0.154569627722107,-0.292821258260461,0.179891616886337,0.246116101895467,-0.111814986323193,-3.33611712068325e-05,0.0275882227427463,-0.68563278005698,-0.26429378165503,-0.381226133093492
AIPGENE10119,-0.159569889152146,-0.192799530568052,0.0436488108473372,-0.241884588754836,-0.0754984549561964,0.0323619331346201,0.518572890389558,0.212699726749234,0.22834623936124,0.179007432699159,-0.224946057917109,0.179516304320443,-0.0251487157795285,0.0319094077654843,-0.376658428972279,-0.173452755490262
AIPGENE1012,-0.0514597283999487,-0.0709334768258213,-0.131878253421079,-0.506554740831436,-0.548932088407451,-0.144342043568169,-0.193357680834776,0.529767424582518,0.373355110494584,0.249884365440951,0.613550301040024,-0.346320021436047,-0.129695876474217,0.256704098451354,-0.259576520493002,-0.00975287566773617
AIPGENE10120,0.342147102964716,0.509635166692262,0.471248878116017,0.567749353019866,0.318557898133642,-0.00171767698364289,0.239533245391012,-0.419212122647035,0.029641293025649,-0.185172849128611,-0.0280215619390459,-0.103979088842471,-0.0389692691508702,-0.623945064617413,-0.0573654893005273,-0.116387384054187
AIPGENE10121,-0.0519356102210596,0.355520504963656,-0.0707391424372503,-0.0144165445398913,0.0292665969254402,0.513962688427519,0.0439528780244927,-0.231164327241769,-0.252546552745094,0.0490639978756006,0.356384541869348,-0.46942576596524,0.142978293352962,-0.204986787326539,0.143448468312136,0.427812106763346
AIPGENE10125,-0.579255815833849,-0.530188032735474,-0.362298256410827,-0.420934128723216,-0.354592301895705,-0.0595023535370215,-0.204851838779927,0.486752580843695,-0.0607483502307373,0.107520999514178,0.0632667686442966,0.222628146018118,-0.163548828193658,0.53403007599289,0.229760534675216,0.112990366653405
AIPGENE10128,0.30575572856084,-0.0748413792921353,-0.265817428364521,-0.382177693141579,-0.0251362238123149,-0.0739036025795347,0.287077741731508,0.157101176422211,0.281325877040909,-0.0855831726636559,0.0839080198491915,-0.0899842862390361,0.114897403721341,0.293648216320354,-0.248435790100046,0.0982305576674869
AIPGENE10129,0.244916985849057,0.697911714074841,0.755653275079739,0.384080962888338,0.21599207928006,-0.278547183954738,0.318036064411617,-0.304699021427271,0.163036237956486,0.322945332687556,0.188624049071651,-0.274509304564684,-0.1325614115339,-0.786725325344857,-0.297652040766082,-0.184278407494781
AIPGENE10131,-0.216861444885521,-0.597073874597892,-0.0563294481084154,0.228659049475857,-0.0214613456622762,-0.0800902811719408,-0.053511903520054,0.20937278179188,-0.0988304728114656,-0.352719236111189,-0.700966460621875,0.77207960653056,-0.135661620658476,0.244798673168323,0.0932856481384767,-0.443509305286534
AIPGENE10132,0.0326389929520017,-0.307861547063801,-0.0243949008510338,0.142153519666217,0.31959815312452,-0.0984218420836178,-0.0171081385857387,-0.171160141999652,-0.0546814882319047,-0.0452353655749036,-0.625938240034644,0.535447098267112,0.0936496634551699,0.0848596945876618,0.0272833965013212,-0.222034586700153
AIPGENE10133,0.406914868664271,0.0900997040072435,0.0931672353782607,0.192002894843967,-0.0489727208348718,0.150110383323505,0.0167219417312619,0.00473228218851382,0.257286614163476,-0.305359352746586,-0.0865695991234342,-0.0507832902596977,0.0220606021645702,-0.150066545792368,-0.442449859124041,-0.115034750100216
AIPGENE10134,0.138324276675835,0.734176010370729,0.279375309958494,0.337577172266896,0.366549204886,0.144377937524117,0.400804171855662,-0.50765226186582,-0.273799624322742,0.037103460528554,0.263698622016986,-0.44801291138053,-0.12801857819917,-0.534608434847796,0.145662950907786,0.187533480547993
AIPGENE10135,-0.06753778114483,-0.103749077451807,0.0496056640466481,-0.268781257173661,-0.356299269301012,-0.0962689329602967,-0.12550951615424,0.33222056512682,0.0956184965737832,0.281228071863246,0.270870727611893,-0.177930905137631,-0.0339853385358637,0.0945771157129801,-0.00352611270213006,0.0721291219768613
