,MMblack,MMgreen,MMturquoise,MMyellow,MMpurple,MMred,MMmagenta,MMpink,MMblue,MMbrown
AIPGENE1005,0.198641144953941,-0.452848670960518,-0.285809327208715,-0.188642545583285,-0.0318785764775836,0.269974907631527,-0.361607448561327,-0.0884235995277578,0.376182354777066,-0.161349157281646
AIPGENE10050,-0.185797899668382,-0.0316962994690066,-0.422805807879922,-0.0853989690807552,-0.0319629638461361,0.174750854780326,0.15497306034416,0.487478697893815,0.393654438904597,0.127387723955874
AIPGENE10051,-0.338032251840795,0.0206599008578614,0.15818951647708,0.202406393987604,0.27635669896684,0.0762354781341219,0.142955327955145,0.0658322940391335,-0.200694845021442,0.0488664009268665
AIPGENE10053,-0.324582495032407,0.196076469275494,-0.257778656698273,0.0715233451638783,0.214060726490518,0.159905291421147,0.0677676602608342,0.279511033171707,0.101368372589765,0.366573920606115
AIPGENE10055,-0.45804931482545,-0.19839051646253,-0.595464731193505,0.145509355070215,0.595261830170968,0.91761797724919,-0.521488126962483,-0.14887822623898,0.452321745777784,0.346966134034375
AIPGENE10065,-0.136999079835825,0.10680637952427,0.185328929763133,0.201184845247758,0.234229993338223,0.129217586543502,-0.161325938778039,-0.331139332427525,-0.21297779550364,-0.0555152818848409
AIPGENE10067,-0.195081183471699,0.115037155134413,0.314608757372229,0.18100062263406,0.0666317652817348,-0.112759855529299,0.189797349564467,-0.0214372955044229,-0.353069615138553,-0.022585836297343
AIPGENE10068,0.193893216324216,-0.150065774332333,-0.363422719289573,-0.258961230364972,-0.443524195003173,-0.101813575209906,0.0707248588062296,0.384195844077072,0.406533587062817,0.08855631506101
AIPGENE10069,-0.119698270119293,-0.411579107599727,-0.586204275220932,-0.266238977456073,-0.147522505007744,0.237209357527528,-0.110137167434391,0.324792236164349,0.559556269665685,0.364000156149673
AIPGENE1007,0.0486955784219046,0.0535608938418702,-0.56781082939732,-0.323315278195451,0.00302410927114902,0.255639004534863,-0.385788423948193,0.00752580718505104,0.509688397957643,0.477181579619848
