lane,ASV1,ASV2,ASV3,ASV4,ASV5,ASV6,ASV7,ASV8,ASV9,ASV11,ASV12,ASV13,ASV15,ASV16,ASV17,ASV18,ASV19,ASV20,ASV21,ASV22,ASV23,ASV24,ASV25,ASV26,ASV27,ASV28,ASV29,ASV30,ASV31,ASV32,ASV33,ASV34,ASV35,ASV36,ASV38,ASV39,ASV40,ASV41,ASV42,ASV43,ASV44,ASV45,ASV46,ASV47,ASV48,ASV49,ASV50,ASV51,ASV52,ASV53,ASV54,ASV55,ASV56,ASV57,ASV58,ASV59,ASV61,ASV62,ASV63,ASV64,ASV65,ASV66,ASV67,ASV68,ASV69,ASV70,ASV71,ASV73,ASV74,ASV75,ASV76,ASV77,ASV78,ASV79,ASV81,ASV82,ASV83,ASV84,ASV85,ASV86,ASV87,ASV88,ASV89,ASV90,ASV91,ASV92,ASV93,ASV94,ASV95,ASV96,ASV98,ASV99,ASV100,ASV101,ASV102,ASV103,ASV104,ASV106,ASV107,ASV108,ASV109,ASV110,ASV111,ASV112,ASV113,ASV114,ASV115,ASV116,ASV117,ASV118,ASV119,ASV120,ASV122,ASV123,ASV124,ASV125,ASV127,ASV128,ASV130,ASV131,ASV132,ASV133,ASV135,ASV136,ASV137,ASV138,ASV139,ASV140,ASV141,ASV142,ASV143,ASV144,ASV145,ASV146,ASV148,ASV150,ASV151,ASV152,ASV153,ASV154,ASV155,ASV157,ASV159,ASV160,ASV161,ASV162,ASV163,ASV164,ASV165,ASV166,ASV167,ASV168,ASV170,ASV171,ASV173,ASV176,ASV179,ASV180,ASV182,ASV183,ASV184,ASV185,ASV186,ASV187,ASV188,ASV189,ASV191,ASV192,ASV193,ASV194,ASV195,ASV196,ASV198,ASV199,ASV200,ASV201,ASV202,ASV203,ASV204,ASV205,ASV207,ASV209,ASV210,ASV211,ASV213,ASV214,ASV218,ASV219,ASV220,ASV221,ASV222,ASV223,ASV224,ASV225,ASV226,ASV234,ASV235,ASV236,ASV237,ASV238,ASV239,ASV240,ASV242,ASV243,ASV244,ASV247,ASV248,ASV249,ASV250,ASV251,ASV253,ASV255,ASV256,ASV257,ASV258,ASV259,ASV260,ASV261,ASV262,ASV263,ASV264,ASV265,ASV266,ASV267,ASV268,ASV269,ASV271,ASV274,ASV275,ASV276,ASV278,ASV279,ASV280,ASV282,ASV283,ASV284,ASV285,ASV288,ASV289,ASV291,ASV293,ASV294,ASV295,ASV297,ASV299,ASV301,ASV302,ASV303,ASV304,ASV305,ASV307,ASV308,ASV309,ASV310,ASV311,ASV312,ASV313,ASV315,ASV317,ASV318,ASV320,ASV321,ASV322,ASV323,sample,gnoto,symstate,treatment,is.neg
D3,0.317607263663878,0,0.165390777995371,0,0.0113939825529642,0.00142424781912053,0.0909738294463237,0.0437956204379562,0.00534092932170198,0.00195834075129072,0.00320455759302119,0,0.115542104326153,0.00302652661563112,0.00427274345736158,0,0.0439736514153463,0.00178030977390066,0,0,0,0.000712123909560264,0,0.00302652661563112,0.000534092932170198,0,0.0010681858643404,0.00373865052519138,0.00498486736692184,0,0.00213637172868079,0,0.0149546021007655,0,0,0,0,0,0,0.024212212925049,0,0.0236781199928788,0,0,0,0.000534092932170198,0,0.00249243368346092,0,0,0,0,0.0010681858643404,0.00445077443475165,0,0,0.00338258857041125,0.00231440270607086,0,0,0,0,0,0.0147765711233755,0,0,0,0,0,0,0,0,0,0,0.00320455759302119,0.0072992700729927,0,0.00160227879651059,0,0,0,0,0,0,0.00445077443475165,0,0,0.00498486736692184,0,0,0,0,0,0,0,0,0,0,0,0.00569699127648211,0,0,0,0,0.00640911518604237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00516289834431191,0,0,0,0,0,0.000534092932170198,0,0.000356061954780132,0.0010681858643404,0.00267046466085099,0,0,0,0,0,0.00712123909560263,0.00267046466085099,0,0,0,0,0.00284849563824105,0.00124621684173046,0,0.00142424781912053,0,0,0,0,0,0,0,0,0.00178030977390066,0.00338258857041125,0,0,0,0,0,0,0,0,0,0.00160227879651059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0072992700729927,0,0,0.00284849563824105,0,0,0,0,0.00462880541214171,0,0,0,0,0,0,0,0,0,0,0.00195834075129072,0,0,0,0,0,0,0,0,0,0,0,0,PS12,plus2ab,sym,PS,FALSE
D4,0.374043083496528,0,0.184084030621328,0,0.0115720135303543,0.0156667260103258,0.0954246038810753,0.00516289834431191,0,0,0,0.00178030977390066,0.10877692718533,0,0.0010681858643404,0,0.00854548691472316,0,0,0,0,0.00142424781912053,0,0.00178030977390066,0,0,0,0.00409471247997152,0,0.00160227879651059,0,0,0,0,0,0,0,0,0,0.0427274345736158,0,0.00249243368346092,0,0,0,0.00178030977390066,0,0,0,0,0,0,0,0.00658714616343244,0,0,0,0.00284849563824105,0,0,0,0,0,0.00302652661563112,0,0.0124621684173046,0,0,0,0,0,0.00391668150258145,0,0,0.00605305323126224,0.000712123909560264,0,0.0163788499198861,0,0,0,0,0,0,0.00694320811821257,0,0,0.00765533202777283,0,0,0,0,0.00373865052519138,0,0,0,0,0.000534092932170198,0,0.000534092932170198,0,0.00178030977390066,0,0,0,0,0,0,0,0,0,0,0,0,0.00979170375645362,0.00231440270607086,0,0.0010681858643404,0,0.00765533202777283,0,0.00302652661563112,0.00249243368346092,0,0,0,0,0,0,0,0,0.00178030977390066,0,0,0.000890154886950329,0,0,0,0.0110379205981841,0.000356061954780132,0,0,0,0,0.0010681858643404,0,0,0,0.00765533202777283,0,0,0,0,0.00284849563824105,0,0.000356061954780132,0,0.00178030977390066,0,0,0,0,0,0,0,0,0,0.00142424781912053,0,0,0,0.0010681858643404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00427274345736158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010681858643404,0,0,0,0,0,0,0,0.000534092932170198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00178030977390066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000534092932170198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AS8,plus0ab,sym,AS,FALSE
D5,0.435107708741321,0,0.21701976143849,0,0.00694320811821257,0.00534092932170198,0.104860245682749,0.00231440270607086,0,0,0.00356061954780132,0,0.02706070856329,0,0,0,0.0283069254050205,0.000712123909560264,0,0,0.00409471247997152,0,0,0,0,0,0,0.010859889620794,0.00480683638953178,0,0,0,0.0112159515755741,0,0.000890154886950329,0,0,0,0,0.0311554210432615,0,0.00160227879651059,0.0072992700729927,0,0,0,0,0,0,0,0,0.000890154886950329,0,0.0113939825529642,0,0,0,0.00231440270607086,0,0,0,0,0,0.00231440270607086,0,0,0,0,0,0,0,0,0,0,0.00409471247997152,0.000534092932170198,0,0.00302652661563112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00480683638953178,0,0,0,0,0,0,0.00213637172868079,0,0.000356061954780132,0,0,0,0,0,0,0,0,0,0,0,0,0.00178030977390066,0,0,0.0072992700729927,0.0010681858643404,0.00249243368346092,0,0.00427274345736158,0,0,0,0,0,0.00480683638953178,0.00427274345736158,0,0,0.00605305323126224,0.00249243368346092,0,0,0,0,0,0.00605305323126224,0,0,0,0,0,0,0.000356061954780132,0,0,0,0,0,0,0,0.00356061954780132,0,0.00480683638953178,0.000356061954780132,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00231440270607086,0.00356061954780132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000712123909560264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000712123909560264,0,0,0,0,0,0,0,0,0,0,0,0,0.00801139398255296,0,0,0,AS9,plus0ab,sym,AS,FALSE
D6,0.43350542994481,0,0.231796332561866,0,0.0144205091685953,0.0121061064625245,0.115720135303543,0.00498486736692184,0,0.0010681858643404,0.00445077443475165,0,0.0163788499198861,0,0.00160227879651059,0,0.0147765711233755,0,0,0,0,0.00267046466085099,0,0,0,0,0,0.00569699127648211,0.00213637172868079,0.00124621684173046,0,0,0.00605305323126224,0,0,0,0,0,0,0.00462880541214171,0,0,0.00907957984689336,0,0,0.00231440270607086,0,0,0,0,0.000534092932170198,0,0,0.0170909738294463,0,0,0,0,0,0,0,0.00373865052519138,0,0.00480683638953178,0,0.0167349118746662,0,0,0,0,0,0.000356061954780132,0.00284849563824105,0,0,0.00160227879651059,0,0.000178030977390066,0,0.00124621684173046,0.00142424781912053,0,0,0,0.000890154886950329,0,0,0.000356061954780132,0,0,0.000712123909560264,0.00195834075129072,0.00195834075129072,0,0,0.00284849563824105,0.00195834075129072,0,0,0,0,0.00445077443475165,0,0,0.00142424781912053,0.000712123909560264,0,0,0,0,0,0,0,0,0.000712123909560264,0,0,0.00534092932170198,0,0.00302652661563112,0.000712123909560264,0,0.00178030977390066,0,0,0.000712123909560264,0,0,0,0,0.0010681858643404,0.00445077443475165,0.00160227879651059,0,0,0,0,0,0,0.00569699127648211,0,0,0,0,0,0.00178030977390066,0,0,0.00747730105038277,0,0,0,0,0,0,0.00480683638953178,0,0,0,0,0,0,0,0,0,0,0,0,0.00160227879651059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000178030977390066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00160227879651059,0,0,0,0,0,0,0.0010681858643404,0,0,0,0,0,0,0,0,0.00213637172868079,0,0,0,0,0,0,0,0,0.00142424781912053,0,0,0,0,0,0,0.000356061954780132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AS10,plus0ab,sym,AS,FALSE
D7,0.366921844400926,0,0.182481751824818,0,0,0,0.0633790279508634,0.0400569699127648,0,0,0,0,0.00569699127648211,0,0.00801139398255296,0,0.010681858643404,0,0,0,0,0,0.00587502225387217,0.0115720135303543,0,0,0,0.0178030977390066,0,0,0,0,0.0153106640555457,0,0.00231440270607086,0,0,0,0,0,0,0,0.0220758411963682,0,0.000534092932170198,0.00694320811821257,0,0.00160227879651059,0,0,0,0,0,0.0254584297667794,0,0,0,0.0067651771408225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00320455759302119,0,0,0,0,0,0.00640911518604237,0.00356061954780132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00587502225387217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284849563824105,0,0,0,0,0,0,0,0,0,0,0,0,0.00551896029909204,0.0067651771408225,0,0,0.0733487626847071,0,0,0,0,0.0178030977390066,0,0,0,0,0,0,0,0,0.00356061954780132,0,0,0,0,0,0,0,0,0,0.00569699127648211,0,0,0,0,0,0,0,0,0,0,0,0,0.00445077443475165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00605305323126224,0,0,0,0,0.0178030977390066,0,0.0103257966886238,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00712123909560263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000534092932170198,0,0,0,0,0,0,0,0,0,AS11,plus0ab,sym,AS,FALSE
D8,0.420687199572726,0,0.249421399323482,0,0.00462880541214171,0.00231440270607086,0.106462524479259,0.00284849563824105,0,0.0010681858643404,0.00124621684173046,0.0010681858643404,0.0154886950329357,0,0,0,0.0685419262951754,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010681858643404,0,0.0129962613494748,0.00124621684173046,0,0,0,0,0,0.00979170375645362,0,0,0,0,0,0.00445077443475165,0,0.00178030977390066,0,0,0,0,0,0.0176250667616165,0.00178030977390066,0,0,0.00124621684173046,0,0,0,0,0,0.00658714616343244,0,0.0142424781912053,0,0,0,0,0.00178030977390066,0,0,0,0.00356061954780132,0.00142424781912053,0,0.00178030977390066,0,0,0,0,0,0,0.00569699127648211,0,0,0.0010681858643404,0,0,0,0,0,0,0,0,0,0,0,0.000356061954780132,0,0,0,0,0.00302652661563112,0,0,0,0,0,0,0,0,0,0,0,0.00284849563824105,0.0072992700729927,0,0,0,0.0010681858643404,0,0,0,0,0,0,0,0,0,0,0.000534092932170198,0.00480683638953178,0,0,0,0,0,0,0,0,0,0,0,0.000356061954780132,0,0.00195834075129072,0,0,0,0,0,0,0,0,0,0.00445077443475165,0,0.00178030977390066,0,0,0,0,0,0,0,0,0,0,0.000534092932170198,0.0010681858643404,0.00249243368346092,0.000712123909560264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010681858643404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00373865052519138,0,0,0,0,0,0,0,0,0,0,AS12,plus0ab,sym,AS,FALSE
D9,0.481039700907958,0,0.285917749688446,0,0.000890154886950329,0.000178030977390066,0.129784582517358,0.00213637172868079,0.000534092932170198,0.000356061954780132,0,0,0.0119280754851344,0,0,0,0.00640911518604237,0.000356061954780132,0,0,0,0,0,0,0,0,0,0.0010681858643404,0,0,0.000890154886950329,0,0.00195834075129072,0,0,0,0,0,0,0.0101477657112338,0,0,0.000178030977390066,0,0,0.0010681858643404,0,0.000356061954780132,0,0,0,0,0,0.0072992700729927,0,0,0,0.000178030977390066,0,0,0,0,0,0.00124621684173046,0,0.0149546021007655,0,0,0,0,0,0.00267046466085099,0,0,0.000534092932170198,0,0,0.00124621684173046,0,0,0,0,0,0.000712123909560264,0,0,0,0.0072992700729927,0,0,0,0,0.000890154886950329,0,0,0,0,0,0,0.000712123909560264,0,0,0,0,0.000712123909560264,0,0,0,0,0,0,0,0,0,0,0,0.000534092932170198,0,0,0,0,0,0.0010681858643404,0,0,0,0,0,0,0,0.000712123909560264,0.00195834075129072,0,0.000356061954780132,0,0,0,0,0,0.00178030977390066,0,0,0,0,0,0,0,0.0010681858643404,0,0,0,0,0,0,0,0.00142424781912053,0,0,0,0,0,0,0,0,0,0,0,0.00124621684173046,0,0,0.000178030977390066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00747730105038277,0,0,0,0.00640911518604237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000356061954780132,0,0.0010681858643404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000534092932170198,0,0,0,0,0,0,0,0,0,0,0.000178030977390066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AS13,plus0ab,sym,AS,FALSE
E1,0.00284849563824105,0.000534092932170198,0.00178030977390066,0.113227701620082,0.0078333630051629,0.00267046466085099,0.0010681858643404,0.00373865052519138,0.00712123909560263,0.0254584297667794,0.00213637172868079,0.00249243368346092,0.00373865052519138,0,0,0.0192273455581271,0.0397009079579847,0,0.0954246038810753,0.0131742923268649,0.127648210788677,0,0,0.00160227879651059,0,0,0,0.00231440270607086,0,0.000890154886950329,0,0.000712123909560264,0.0144205091685953,0.0400569699127648,0.0010681858643404,0,0.0327576998397721,0,0.00712123909560263,0.00320455759302119,0.040413031867545,0,0.00302652661563112,0,0.000178030977390066,0.00373865052519138,0,0.00124621684173046,0.00445077443475165,0.0366743813423536,0,0.00534092932170198,0,0,0,0.0128182303720847,0.00231440270607086,0.00356061954780132,0,0.0364963503649635,0.0156667260103258,0,0,0.00818942495994303,0,0,0.00320455759302119,0.000534092932170198,0.00178030977390066,0.0137083852590351,0,0.00249243368346092,0,0.00801139398255296,0.00302652661563112,0.00302652661563112,0,0.000356061954780132,0.0103257966886238,0,0,0.0236781199928788,0.00320455759302119,0.0072992700729927,0.00267046466085099,0.0142424781912053,0,0.000534092932170198,0.00338258857041125,0,0.000356061954780132,0.00142424781912053,0,0.00907957984689336,0,0,0.00569699127648211,0.000178030977390066,0,0.00213637172868079,0,0.00142424781912053,0.00338258857041125,0,0.00338258857041125,0,0,0,0,0,0,0,0,0,0,0,0.00623108420865231,0,0.000534092932170198,0.000534092932170198,0,0,0.000890154886950329,0.00480683638953178,0.00284849563824105,0,0,0,0,0.000712123909560264,0.00124621684173046,0,0.00160227879651059,0.0010681858643404,0.000890154886950329,0.00498486736692184,0.000356061954780132,0.0010681858643404,0,0.00142424781912053,0,0.000534092932170198,0.00142424781912053,0.00480683638953178,0.0010681858643404,0.00178030977390066,0.00623108420865231,0.00178030977390066,0,0.00356061954780132,0,0.00195834075129072,0.00409471247997152,0.00195834075129072,0.0083674559373331,0,0,0.000534092932170198,0.00462880541214171,0,0,0,0,0.000178030977390066,0,0,0,0.00160227879651059,0,0,0.00302652661563112,0,0,0,0,0,0.00640911518604237,0,0.00160227879651059,0.00284849563824105,0.000356061954780132,0,0,0,0,0,0.000356061954780132,0,0,0.00213637172868079,0,0.00320455759302119,0,0.000534092932170198,0,0.000178030977390066,0.000356061954780132,0.00284849563824105,0,0,0.00801139398255296,0.00284849563824105,0,0,0,0,0,0,0,0,0,0.000712123909560264,0,0.00338258857041125,0,0,0,0.00124621684173046,0,0,0.000534092932170198,0,0,0.00124621684173046,0,0,0.000534092932170198,0,0,0,0,0.000712123909560264,0,0.000712123909560264,0.0010681858643404,0,0.0010681858643404,0,0.000890154886950329,0.000178030977390066,0,0,0,0,0,0.000356061954780132,0.000356061954780132,0,0,0.000178030977390066,0.000178030977390066,0,0.000534092932170198,0.000712123909560264,0,0,0.000356061954780132,0,0,0,0,0,0,0,CA10,control,apo,CA,FALSE
E10,0.000356061954780132,0.257254762328645,0,0.170019583407513,0.0932882321523945,0.113049670642692,0,0.0368524123197436,0.0167349118746662,0.000890154886950329,0.0281288944276304,0.0197614384902973,0.00320455759302119,0.0163788499198861,0.00516289834431191,0.000712123909560264,0.00427274345736158,0.0254584297667794,0,0.00569699127648211,0,0.00623108420865231,0.00623108420865231,0.0103257966886238,0.00694320811821257,0.0142424781912053,0.00516289834431191,0.00516289834431191,0.0183371906711768,0.0122841374399145,0,0.00818942495994303,0,0,0.00284849563824105,0.00818942495994303,0.000890154886950329,0.00356061954780132,0,0.000534092932170198,0,0,0.00925761082428343,0.00480683638953178,0.00320455759302119,0.000534092932170198,0.00142424781912053,0.00249243368346092,0.000356061954780132,0,0.00801139398255296,0.000356061954780132,0.00445077443475165,0,0.00551896029909204,0.000356061954780132,0.00302652661563112,0.00178030977390066,0,0,0,0.000712123909560264,0.000890154886950329,0.000534092932170198,0.000356061954780132,0,0,0.00178030977390066,0.00195834075129072,0,0.00462880541214171,0.00178030977390066,0.00124621684173046,0,0,0.000356061954780132,0,0.000356061954780132,0,0.00445077443475165,0.00178030977390066,0,0,0,0.000178030977390066,0,0.00195834075129072,0,0,0,0,0.000534092932170198,0,0,0.00302652661563112,0,0,0.00213637172868079,0.000178030977390066,0,0,0,0,0,0,0.000534092932170198,0.00338258857041125,0,0.000712123909560264,0,0,0,0.00231440270607086,0,0,0,0,0,0,0,0,0,0.0010681858643404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000534092932170198,0.0010681858643404,0.000890154886950329,0,0,0.000356061954780132,0.000178030977390066,0,0,0,0,0,0.000356061954780132,0.000178030977390066,0,0,0,0,0,0,0,0,0,0,0.000178030977390066,0,0,0,0,0,0,0.000356061954780132,0,0.000178030977390066,0,0.000712123909560264,0,0,0.000356061954780132,0,0,0,0,0,0,0,0,0.000890154886950329,0,0,0,0,0,0,0,0,0.000356061954780132,0.000890154886950329,0,0.000356061954780132,0,0,0,0,0,0,0,0,0.000178030977390066,0,0,0,0.000712123909560264,0,0,0,0.000712123909560264,0,0,0,0,0.000534092932170198,0,0,0.000712123909560264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000356061954780132,0,0,0.000178030977390066,0,0,0,0,0,0,0,0,0,0,0,0,PA7,plus2ab,apo,PA,FALSE
E11,0.00124621684173046,0.278618479615453,0,0.294641267580559,0.0423713726188357,0.0119280754851344,0,0.0128182303720847,0.00516289834431191,0.00195834075129072,0.0122841374399145,0.0293751112693609,0.0117500445077443,0.00640911518604237,0.00267046466085099,0,0.0208296243546377,0.00694320811821257,0,0.0176250667616165,0,0.00427274345736158,0.00284849563824105,0.00551896029909204,0.00391668150258145,0.00534092932170198,0.00320455759302119,0.0204735623998576,0.0247463058572192,0.00356061954780132,0,0.0277728324728503,0.00605305323126224,0,0.00498486736692184,0.00267046466085099,0.0169129428520563,0.000890154886950329,0,0.000890154886950329,0,0,0.00765533202777283,0,0.00213637172868079,0.00160227879651059,0.0010681858643404,0.000890154886950329,0.00284849563824105,0,0.000890154886950329,0.00178030977390066,0.00178030977390066,0,0,0,0.0101477657112338,0.00338258857041125,0,0,0,0.000356061954780132,0,0.00409471247997152,0,0,0,0.000712123909560264,0.00231440270607086,0,0.0010681858643404,0.00213637172868079,0.00391668150258145,0,0.00160227879651059,0.00213637172868079,0,0.000890154886950329,0,0.00231440270607086,0,0.0010681858643404,0.000534092932170198,0,0.000890154886950329,0,0.00249243368346092,0,0,0,0.000356061954780132,0.00284849563824105,0,0,0,0,0.00178030977390066,0,0,0.00178030977390066,0,0,0,0,0,0.000178030977390066,0.00445077443475165,0,0.000534092932170198,0,0,0,0,0,0,0,0.00284849563824105,0,0.000178030977390066,0,0,0,0.000356061954780132,0,0,0,0,0,0,0.00142424781912053,0,0,0.000534092932170198,0,0,0,0,0,0,0.000712123909560264,0.000712123909560264,0,0,0,0,0.000178030977390066,0,0.0010681858643404,0,0,0,0.00142424781912053,0,0.000534092932170198,0,0,0,0,0,0,0,0,0.00160227879651059,0.000890154886950329,0,0.000890154886950329,0,0,0,0,0.00142424781912053,0,0,0.00124621684173046,0.00124621684173046,0,0,0.00302652661563112,0,0,0.0010681858643404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00160227879651059,0.0010681858643404,0,0.000178030977390066,0,0,0,0,0,0,0.000890154886950329,0,0,0.00231440270607086,0,0,0,0,0,0,0,0,0,0,0.000356061954780132,0.000356061954780132,0,0,0,0.000356061954780132,0.000534092932170198,0,0,0,0,0.000712123909560264,0,0,0.00124621684173046,0,0,0.000356061954780132,0,0.000712123909560264,0.00124621684173046,0,0,0.00124621684173046,0.00160227879651059,0,0,0,0,0,0.000356061954780132,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000178030977390066,PA8,plus2ab,apo,PA,FALSE
E2,0.253338080826064,0,0.122129250489585,0.0687199572725654,0.00267046466085099,0.00160227879651059,0.0612426562221827,0.00498486736692184,0.00320455759302119,0.0585721915613317,0.00142424781912053,0.000356061954780132,0.00320455759302119,0,0,0.00267046466085099,0.00979170375645362,0.000356061954780132,0.0393448460032046,0.0291970802919708,0.0307993590884814,0.000356061954780132,0,0,0.000356061954780132,0,0.000534092932170198,0.00801139398255296,0,0,0,0,0.00302652661563112,0.0320455759302119,0,0,0.0078333630051629,0,0.0158447569877159,0.00178030977390066,0.0138864162364251,0,0.000534092932170198,0,0,0.00320455759302119,0,0.000356061954780132,0.0179811287163967,0.0167349118746662,0,0.00302652661563112,0.000534092932170198,0.000534092932170198,0,0.0202955314224675,0.00195834075129072,0.00373865052519138,0,0.0101477657112338,0.0185152216485669,0,0,0.00178030977390066,0,0,0.00747730105038277,0,0,0.0138864162364251,0,0,0,0.0078333630051629,0.000712123909560264,0.00373865052519138,0,0.000534092932170198,0.00409471247997152,0,0,0.00498486736692184,0.000890154886950329,0.00320455759302119,0.00195834075129072,0.00551896029909204,0,0,0.00142424781912053,0,0,0.0010681858643404,0,0.00694320811821257,0,0,0.00249243368346092,0,0,0.0010681858643404,0,0.00284849563824105,0.00160227879651059,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00124621684173046,0,0.000534092932170198,0,0,0,0,0.000356061954780132,0.00178030977390066,0,0,0,0,0.00338258857041125,0.00409471247997152,0,0,0.000712123909560264,0,0.00142424781912053,0,0.00320455759302119,0,0.000712123909560264,0,0,0.00213637172868079,0.000712123909560264,0,0.00142424781912053,0.000534092932170198,0.000356061954780132,0,0.00231440270607086,0,0.0010681858643404,0.000890154886950329,0.000712123909560264,0,0,0,0,0,0,0,0,0,0.000356061954780132,0,0,0.00178030977390066,0,0,0,0,0,0,0,0,0,0.000178030977390066,0,0.000178030977390066,0.000356061954780132,0.00124621684173046,0,0,0,0,0,0.000534092932170198,0,0,0,0,0,0,0,0,0,0,0.000178030977390066,0,0.00516289834431191,0,0.000890154886950329,0,0,0,0.000712123909560264,0,0,0,0.00213637172868079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000356061954780132,0,0,0.00178030977390066,0,0,0,0,0,0.000890154886950329,0.000178030977390066,0.000356061954780132,0,0,0,0,0,0,0.00231440270607086,0,0,0,0,0,0,0.000356061954780132,0,0.00356061954780132,0,0,CA11,control,apo,CA,FALSE
E3,0.338258857041125,0,0.173758233932704,0.0655153996795442,0,0,0.0712123909560263,0.00391668150258145,0.00249243368346092,0.0133523233042549,0,0.000712123909560264,0.00249243368346092,0,0,0.00267046466085099,0.00373865052519138,0,0.0413031867544953,0.0183371906711768,0.021719779241588,0,0,0,0,0,0.000178030977390066,0.00765533202777283,0,0,0,0.000712123909560264,0.000356061954780132,0.0149546021007655,0,0,0.0117500445077443,0,0.00213637172868079,0.00178030977390066,0.0160227879651059,0,0.000712123909560264,0,0,0.00124621684173046,0,0.000712123909560264,0.0201175004450774,0.00961367277906356,0,0.00462880541214171,0,0.000356061954780132,0,0.0133523233042549,0,0.00623108420865231,0,0.00854548691472316,0.0179811287163967,0,0,0.000356061954780132,0,0,0.00534092932170198,0,0,0.00890154886950329,0,0,0.000712123909560264,0.00587502225387217,0.000534092932170198,0.00124621684173046,0,0,0.00640911518604237,0,0,0.00124621684173046,0.00160227879651059,0.00462880541214171,0.000356061954780132,0.00409471247997152,0,0,0.00320455759302119,0,0,0.00480683638953178,0,0.00284849563824105,0,0.000356061954780132,0.00213637172868079,0,0,0,0,0.00409471247997152,0.000712123909560264,0,0.000534092932170198,0,0,0,0,0,0,0,0,0,0,0,0.000712123909560264,0,0.00213637172868079,0.000178030977390066,0,0,0,0.00267046466085099,0.0010681858643404,0.000178030977390066,0,0,0,0.000712123909560264,0.000890154886950329,0,0.000356061954780132,0,0,0.000890154886950329,0,0.00320455759302119,0,0,0,0,0.000712123909560264,0.00338258857041125,0.000178030977390066,0,0.00231440270607086,0,0,0.0010681858643404,0,0.000356061954780132,0.00142424781912053,0.000712123909560264,0.00249243368346092,0,0,0,0.00249243368346092,0,0,0,0,0,0,0,0.00213637172868079,0,0,0,0.000178030977390066,0,0,0,0,0,0,0,0.000356061954780132,0.000178030977390066,0.00178030977390066,0,0,0,0,0,0.000356061954780132,0,0,0,0,0.0010681858643404,0,0,0,0,0,0.000712123909560264,0,0.000356061954780132,0,0.000178030977390066,0,0,0,0,0,0,0,0,0,0,0,0.00124621684173046,0,0,0,0,0,0,0,0,0,0,0,0.000178030977390066,0.00142424781912053,0,0,0,0,0,0,0.000712123909560264,0.000712123909560264,0,0,0,0,0,0,0,0,0,0,0.000534092932170198,0.000356061954780132,0,0.000178030977390066,0,0,0,0,0,0,0,0,0,0,0.000712123909560264,0,0,0,0,CA12,control,apo,CA,FALSE
