lane,ASV1,ASV2,ASV3,ASV4,ASV5,ASV6,ASV7,ASV8,ASV9,ASV11,ASV12,ASV13,ASV15,ASV16,ASV17,ASV18,ASV19,ASV20,ASV21,ASV22,ASV23,ASV24,ASV25,ASV26,ASV27,ASV28,ASV29,ASV30,ASV31,ASV32,ASV33,ASV34,ASV35,ASV36,ASV38,ASV39,ASV40,ASV41,ASV42,ASV43,ASV44,ASV45,ASV46,ASV47,ASV48,ASV49,ASV50,ASV51,ASV52,ASV53,ASV54,ASV55,ASV56,ASV57,ASV58,ASV59,ASV61,ASV62,ASV63,ASV64,ASV65,ASV66,ASV67,ASV68,ASV69,ASV70,ASV71,ASV73,ASV74,ASV75,ASV76,ASV77,ASV78,ASV79,ASV81,ASV82,ASV83,ASV84,ASV85,ASV86,ASV87,ASV88,ASV89,ASV90,ASV91,ASV92,ASV93,ASV94,ASV95,ASV96,ASV98,ASV99,ASV100,ASV101,ASV102,ASV103,ASV104,ASV106,ASV107,ASV108,ASV109,ASV110,ASV111,ASV112,ASV113,ASV114,ASV115,ASV116,ASV117,ASV118,ASV119,ASV120,ASV122,ASV123,ASV124,ASV125,ASV127,ASV128,ASV130,ASV131,ASV132,ASV133,ASV135,ASV136,ASV137,ASV138,ASV139,ASV140,ASV141,ASV142,ASV143,ASV144,ASV145,ASV146,ASV148,ASV150,ASV151,ASV152,ASV153,ASV154,ASV155,ASV157,ASV159,ASV160,ASV161,ASV162,ASV163,ASV164,ASV165,ASV166,ASV167,ASV168,ASV170,ASV171,ASV173,ASV176,ASV179,ASV180,ASV182,ASV183,ASV184,ASV185,ASV186,ASV187,ASV188,ASV189,ASV191,ASV192,ASV193,ASV194,ASV195,ASV196,ASV198,ASV199,ASV200,ASV201,ASV202,ASV203,ASV204,ASV205,ASV207,ASV209,ASV210,ASV211,ASV213,ASV214,ASV218,ASV219,ASV220,ASV221,ASV222,ASV223,ASV224,ASV225,ASV226,ASV234,ASV235,ASV236,ASV237,ASV238,ASV239,ASV240,ASV242,ASV243,ASV244,ASV247,ASV248,ASV249,ASV250,ASV251,ASV253,ASV255,ASV256,ASV257,ASV258,ASV259,ASV260,ASV261,ASV262,ASV263,ASV264,ASV265,ASV266,ASV267,ASV268,ASV269,ASV271,ASV274,ASV275,ASV276,ASV278,ASV279,ASV280,ASV282,ASV283,ASV284,ASV285,ASV288,ASV289,ASV291,ASV293,ASV294,ASV295,ASV297,ASV299,ASV301,ASV302,ASV303,ASV304,ASV305,ASV307,ASV308,ASV309,ASV310,ASV311,ASV312,ASV313,ASV315,ASV317,ASV318,ASV320,ASV321,ASV322,ASV323,sample,gnoto,symstate,treatment,is.neg
C4,0.0117500445077443,0,0.00373865052519138,0,0.0779775680968488,0.147409649278975,0.00605305323126224,0.0507388285561688,0.00267046466085099,0.00231440270607086,0.0357842264554032,0.0169129428520563,0.0133523233042549,0.0528752002848496,0.0808260637350899,0,0.00605305323126224,0.0343599786362827,0,0,0,0.0332917927719423,0.051450952465729,0.0302652661563112,0.0167349118746662,0.0295531422467509,0.0113939825529642,0.00142424781912053,0,0.00979170375645362,0,0,0.000890154886950329,0,0.0124621684173046,0.00516289834431191,0,0.000356061954780132,0,0.0010681858643404,0,0,0.000534092932170198,0.00747730105038277,0.00427274345736158,0.00356061954780132,0.056791881787431,0.00694320811821257,0,0,0.00534092932170198,0,0.00587502225387217,0.00302652661563112,0.00979170375645362,0,0,0.000178030977390066,0.0220758411963682,0,0,0.0185152216485669,0,0.000534092932170198,0.0345380096136728,0,0,0.0072992700729927,0,0,0.00712123909560263,0,0,0,0.00658714616343244,0.000534092932170198,0,0.000178030977390066,0,0.00320455759302119,0.0010681858643404,0,0.00249243368346092,0,0.000178030977390066,0,0.000356061954780132,0.00160227879651059,0,0.00284849563824105,0,0,0.0010681858643404,0,0.00640911518604237,0.00178030977390066,0.000356061954780132,0.00462880541214171,0.00195834075129072,0.000178030977390066,0.00605305323126224,0,0.000890154886950329,0.00694320811821257,0,0.00142424781912053,0,0,0.00142424781912053,0,0,0,0,0,0.00213637172868079,0,0,0.000890154886950329,0,0,0.000712123909560264,0,0,0,0,0,0,0,0,0,0,0,0.000534092932170198,0,0,0,0,0,0,0,0,0,0,0,0.000356061954780132,0.000178030977390066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000178030977390066,0,0,0,0,0,0,0,0,0,0.000890154886950329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000534092932170198,0,0,0,0,0,0,0,0,0.000356061954780132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000534092932170198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RS9,recovery,sym,RS,FALSE
C5,0.00195834075129072,0,0,0,0.158625600854549,0.167349118746662,0,0.0126401993946947,0.000890154886950329,0.000178030977390066,0.0886594267402528,0.00231440270607086,0.00623108420865231,0.0893715506498131,0.0149546021007655,0.000178030977390066,0,0.037742567206694,0,0,0,0.0386327220936443,0.0279508634502403,0.0309773900658715,0.0302652661563112,0.0206515933772476,0.00178030977390066,0.000712123909560264,0,0.024212212925049,0,0,0.000178030977390066,0,0.0261705536763397,0.0133523233042549,0,0,0,0.00195834075129072,0,0,0.000356061954780132,0.0210076553320278,0.0174470357842265,0.00124621684173046,0.024390243902439,0.00356061954780132,0,0,0.0117500445077443,0,0.0186932526259569,0.00320455759302119,0.0115720135303543,0,0,0,0.00516289834431191,0,0,0.00890154886950329,0,0.000356061954780132,0.0101477657112338,0,0,0.00551896029909204,0,0,0.00640911518604237,0,0,0,0.000534092932170198,0.000534092932170198,0,0.000356061954780132,0,0.00551896029909204,0.00694320811821257,0,0,0,0.000712123909560264,0,0.00516289834431191,0,0,0.00747730105038277,0,0,0.000712123909560264,0,0.00356061954780132,0.00160227879651059,0,0.00213637172868079,0,0,0.00391668150258145,0,0,0.00801139398255296,0,0,0,0,0.00178030977390066,0,0,0,0,0,0,0,0.000534092932170198,0,0,0,0,0,0,0,0,0,0,0.000356061954780132,0.000534092932170198,0,0,0,0,0.000534092932170198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000356061954780132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000178030977390066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000712123909560264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000178030977390066,0,RS10,recovery,sym,RS,FALSE
C6,0.00284849563824105,0,0,0,0.238917571657468,0.212390956026349,0,0.00498486736692184,0.000178030977390066,0,0.0559017269004807,0.00267046466085099,0.00249243368346092,0.0526971693074595,0.00872351789211323,0,0,0.0341819476588926,0,0,0,0.0208296243546377,0.0192273455581271,0.0195834075129072,0.0272387395406801,0.0195834075129072,0.00142424781912053,0.000890154886950329,0,0.0277728324728503,0,0,0.000534092932170198,0,0.0117500445077443,0.0233220580380986,0,0,0,0,0,0,0,0.0129962613494748,0.00694320811821257,0.000356061954780132,0.00569699127648211,0.00284849563824105,0,0,0.00907957984689336,0,0.0083674559373331,0,0.00640911518604237,0,0.000178030977390066,0,0.00480683638953178,0,0,0.00569699127648211,0,0.000356061954780132,0.00747730105038277,0,0,0.00569699127648211,0,0,0.00373865052519138,0.000712123909560264,0,0,0.000890154886950329,0,0,0,0,0.00267046466085099,0.00338258857041125,0,0,0,0,0,0.00249243368346092,0.000534092932170198,0,0,0.0462880541214171,0,0,0,0.00480683638953178,0.000712123909560264,0,0.00178030977390066,0,0,0,0,0,0.00979170375645362,0,0.00160227879651059,0,0,0.00195834075129072,0,0.0072992700729927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115720135303543,0,0,0,0,0,0,0,0.0186932526259569,0,0,0,0,0,0,0,0.000178030977390066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00712123909560263,0,0,0,0,0,0,0,0.00818942495994303,0,0,0,0,0,0,0,0,0.000178030977390066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000356061954780132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RS11,recovery,sym,RS,FALSE
C7,0.0760192273455581,0,0.0411251557771052,0,0.0582161296065515,0.0719245148655866,0.0202955314224675,0.10788677229838,0.0113939825529642,0.00623108420865231,0.0172690048068364,0.00267046466085099,0.0279508634502403,0.0117500445077443,0.124443653195656,0.0204735623998576,0.0231440270607086,0.0165568808972761,0,0.00516289834431191,0,0.00587502225387217,0.00605305323126224,0.00801139398255296,0.00925761082428343,0.010859889620794,0.0181591596937867,0.00302652661563112,0.000534092932170198,0.00516289834431191,0.00569699127648211,0,0.00516289834431191,0,0.00267046466085099,0.00551896029909204,0,0,0,0.00391668150258145,0.00338258857041125,0.000890154886950329,0.00445077443475165,0,0.00498486736692184,0.0268826775858999,0,0.0121061064625245,0.000178030977390066,0,0.00747730105038277,0.00747730105038277,0.00178030977390066,0.0129962613494748,0.00445077443475165,0,0,0.00801139398255296,0.0145985401459854,0,0,0.00587502225387217,0.00302652661563112,0.00854548691472316,0.00142424781912053,0,0,0.00605305323126224,0,0,0.0067651771408225,0,0.00249243368346092,0,0,0.0101477657112338,0,0.00231440270607086,0,0.00462880541214171,0,0,0.0145985401459854,0,0.00142424781912053,0,0,0,0.00231440270607086,0,0,0,0,0,0,0.0172690048068364,0.000534092932170198,0.000534092932170198,0.00801139398255296,0.000356061954780132,0,0,0.00658714616343244,0,0,0.00854548691472316,0,0,0.00142424781912053,0,0,0.000178030977390066,0,0,0.00658714616343244,0,0.00427274345736158,0,0,0,0.00178030977390066,0,0.00178030977390066,0,0,0.00445077443475165,0,0,0.00160227879651059,0,0,0,0,0,0,0,0,0,0,0.00178030977390066,0.00142424781912053,0.000712123909560264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00124621684173046,0,0,0.000534092932170198,0,0,0,0,0,0,0,0,0,0,0,0.000534092932170198,0.0010681858643404,0,0,0,0,0,0,0,0,0,0,0.000890154886950329,0.00284849563824105,0,0,0,0,0,0,0,0,0,0,0,0.000712123909560264,0,0,0,0,0,0,0,0,0.00231440270607086,0.00462880541214171,0,0,0,0,0.000178030977390066,0,0,0,0,0,0,0.000178030977390066,0,0,0,0,0,0,0,0,0,0,0,0,0.00284849563824105,0,0,0,0,0,0,0,0,0,0,0,0,0.00249243368346092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RS12,recovery,sym,RS,FALSE
C8,0.0072992700729927,0,0.00302652661563112,0,0.175716574683995,0.128360334698237,0,0.0380986291614741,0.000712123909560264,0,0.0671176784760548,0.00587502225387217,0.0115720135303543,0.0870571479437422,0.0418372796866655,0,0,0.0272387395406801,0,0,0,0.0411251557771052,0.0398789389353748,0.0222538721737582,0.037920598184084,0.024390243902439,0.00409471247997152,0.000356061954780132,0,0.0206515933772476,0,0,0.000890154886950329,0,0.0078333630051629,0.0183371906711768,0,0,0,0.00160227879651059,0,0,0,0.0126401993946947,0.024390243902439,0.00124621684173046,0.00747730105038277,0.00445077443475165,0,0,0.00961367277906356,0,0.0138864162364251,0,0.00694320811821257,0,0,0,0.00623108420865231,0,0,0.00640911518604237,0,0,0.00409471247997152,0,0,0.00445077443475165,0,0,0.00498486736692184,0,0,0,0.00872351789211323,0,0,0,0,0.00569699127648211,0.00409471247997152,0,0.00142424781912053,0,0,0,0.00516289834431191,0.000356061954780132,0,0.00925761082428343,0,0,0,0,0.0067651771408225,0.00213637172868079,0,0.00249243368346092,0.00124621684173046,0,0.00480683638953178,0,0,0.00605305323126224,0,0.000890154886950329,0,0,0.00373865052519138,0,0.0083674559373331,0,0,0,0,0,0,0,0,0,0,0.00124621684173046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000178030977390066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000534092932170198,0,0,0,0,0,0,0,0,0,0,0.000712123909560264,0.000356061954780132,0,0,0,0,0,0,0,0,0,0,0,0.00409471247997152,0,0,0,0,0,0,0,0.000178030977390066,0,0,0,0,0,0.000178030977390066,0,0,0,0,0,0,0,0,0,0,0,0,0.00124621684173046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RS13,recovery,sym,RS,FALSE
C9,0.00640911518604237,0.00142424781912053,0.00551896029909204,0,0.00658714616343244,0.00907957984689336,0,0.307103435997864,0.0117500445077443,0.00124621684173046,0,0.0149546021007655,0.0286629873598006,0,0.239095602634858,0,0.0174470357842265,0.00178030977390066,0,0,0,0.000356061954780132,0,0,0.000712123909560264,0,0.019049314580737,0.00712123909560263,0,0.000890154886950329,0,0,0.00551896029909204,0,0.000356061954780132,0,0,0.00249243368346092,0,0.00427274345736158,0,0.00231440270607086,0.00409471247997152,0,0.00142424781912053,0.0525191383300694,0,0.0331137617945522,0,0,0.00213637172868079,0.00142424781912053,0,0.0149546021007655,0,0,0,0.00142424781912053,0.0560797578778707,0,0,0.000712123909560264,0,0.00178030977390066,0,0,0,0.000356061954780132,0,0,0,0,0.000356061954780132,0,0.00178030977390066,0.00231440270607086,0,0.00231440270607086,0,0,0,0,0.00854548691472316,0,0.000534092932170198,0,0,0.000356061954780132,0,0,0,0.00178030977390066,0.00480683638953178,0,0,0.0233220580380986,0,0,0.00854548691472316,0,0,0.00569699127648211,0.0117500445077443,0,0,0.00712123909560263,0,0,0,0,0,0,0,0,0,0,0,0.00213637172868079,0.000534092932170198,0,0.000712123909560264,0.00160227879651059,0.00195834075129072,0,0,0,0,0.00284849563824105,0,0,0,0,0,0.00320455759302119,0,0,0,0,0,0.000534092932170198,0,0.00213637172868079,0,0,0.00409471247997152,0,0,0.000534092932170198,0,0,0,0,0,0.000178030977390066,0,0,0,0.000356061954780132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00195834075129072,0,0,0,0,0,0,0,0,0,0,0.0072992700729927,0.00427274345736158,0.00694320811821257,0.0010681858643404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00302652661563112,0,0,0,0.00302652661563112,0,0,0,0,0,0,0,0,0.00213637172868079,0,0,0.00356061954780132,0,0,0.000356061954780132,0,0.000712123909560264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00142424781912053,0,0,0,0,0,0,0,0,0,0,RS14,recovery,sym,RS,FALSE
D1,0.230550115720135,0,0.13494748086167,0,0.0293751112693609,0.0227879651059284,0.0943564180167349,0.0562577888552608,0.00587502225387217,0,0.00284849563824105,0,0.0690760192273456,0,0.00872351789211323,0,0.0870571479437422,0,0,0,0,0,0,0,0.00142424781912053,0,0,0,0.00854548691472316,0.00231440270607086,0,0,0.0341819476588926,0,0.00818942495994303,0,0,0,0,0.0151326330781556,0,0.0357842264554032,0.00142424781912053,0,0,0.000534092932170198,0,0.000356061954780132,0,0,0.00302652661563112,0,0,0,0,0,0.00498486736692184,0.00498486736692184,0,0,0,0,0,0.00587502225387217,0,0,0,0,0,0,0.00801139398255296,0.00409471247997152,0,0,0,0.0199394694676874,0,0.00302652661563112,0,0,0,0,0.000890154886950329,0,0.00534092932170198,0,0,0.00373865052519138,0,0,0,0,0,0,0,0,0,0,0,0.00872351789211323,0,0,0,0,0.00427274345736158,0.000712123909560264,0,0,0,0,0,0,0,0,0.0010681858643404,0,0,0,0,0.00979170375645362,0,0.00765533202777283,0.00195834075129072,0,0,0,0.00160227879651059,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00231440270607086,0,0,0,0,0,0,0.000712123909560264,0.0083674559373331,0,0,0,0,0,0,0.00694320811821257,0,0.00498486736692184,0,0,0,0,0,0,0,0,0,0.00445077443475165,0,0,0.00284849563824105,0.00872351789211323,0.00231440270607086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000712123909560264,0,0,0,0,0.00124621684173046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00160227879651059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00534092932170198,0,0,0,0,0,0,0,0,0,0,0,0,PS10,plus2ab,sym,PS,FALSE
D10,0.342353569521097,0,0.173402171977924,0.0820722805768204,0.0067651771408225,0.00409471247997152,0.083852590350721,0.00178030977390066,0.0010681858643404,0.0142424781912053,0.00231440270607086,0.000534092932170198,0.00142424781912053,0.000356061954780132,0,0.00178030977390066,0.00356061954780132,0.000178030977390066,0.0416592487092754,0.00747730105038277,0.0336478547267225,0.000712123909560264,0,0.000178030977390066,0,0.000534092932170198,0.000178030977390066,0.000890154886950329,0,0.00124621684173046,0,0.00409471247997152,0.00249243368346092,0.0185152216485669,0.00124621684173046,0,0.00694320811821257,0,0.00231440270607086,0,0.0142424781912053,0,0.00142424781912053,0,0,0.000890154886950329,0,0.0010681858643404,0.00124621684173046,0.0153106640555457,0,0.00391668150258145,0,0.0010681858643404,0,0.00765533202777283,0.000534092932170198,0.00338258857041125,0,0.0103257966886238,0.00623108420865231,0,0,0.000712123909560264,0,0.0119280754851344,0.0010681858643404,0,0,0.00373865052519138,0.000712123909560264,0.000178030977390066,0,0.00391668150258145,0,0,0,0.000890154886950329,0.0078333630051629,0.000534092932170198,0,0.00373865052519138,0.00178030977390066,0.00427274345736158,0,0.00498486736692184,0,0,0.00142424781912053,0,0,0.000178030977390066,0,0.00249243368346092,0,0.000534092932170198,0.00373865052519138,0,0,0.000178030977390066,0,0.000178030977390066,0.000890154886950329,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000712123909560264,0,0.000178030977390066,0,0,0,0.000356061954780132,0.00124621684173046,0.00160227879651059,0,0,0.000356061954780132,0,0.000178030977390066,0.00124621684173046,0,0,0,0,0.00195834075129072,0,0.000534092932170198,0,0,0,0.000534092932170198,0.000534092932170198,0.00302652661563112,0.000178030977390066,0,0.00124621684173046,0,0,0.000356061954780132,0.000890154886950329,0.00302652661563112,0.0010681858643404,0,0,0,0,0,0.00178030977390066,0,0,0,0,0,0,0.000890154886950329,0.00391668150258145,0.000712123909560264,0,0,0,0,0,0,0,0,0.000712123909560264,0,0,0.000178030977390066,0.000534092932170198,0,0,0,0,0,0.000356061954780132,0,0,0,0,0.000534092932170198,0,0.000178030977390066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000890154886950329,0,0.000712123909560264,0,0.000534092932170198,0,0,0,0.0010681858643404,0,0,0,0,0,0,0,0.000178030977390066,0.000356061954780132,0,0,0,0,0,0,0.000356061954780132,0.000534092932170198,0,0,0,0.000178030977390066,0,0,0.000534092932170198,0,0.000178030977390066,0,0,0,0,0.000178030977390066,0,0,0,0.000178030977390066,0,0,0,0,0,0,0,0,0,0,0,CA7,control,apo,CA,FALSE
D11,0.0473562399857575,0,0.0268826775858999,0.332561865764643,0.00249243368346092,0.00267046466085099,0.0121061064625245,0.00302652661563112,0.00320455759302119,0.0434395584831761,0.00249243368346092,0.00160227879651059,0.00320455759302119,0,0,0.00391668150258145,0.0140644472138152,0.000712123909560264,0.0699661741142959,0.019049314580737,0.0747730105038277,0.0010681858643404,0.0010681858643404,0,0.00160227879651059,0,0.000356061954780132,0.00373865052519138,0,0.000356061954780132,0,0.00498486736692184,0.00302652661563112,0.0277728324728503,0,0,0.0254584297667794,0,0.00907957984689336,0.00124621684173046,0.0327576998397721,0,0,0,0.000178030977390066,0.00160227879651059,0,0.0010681858643404,0.0083674559373331,0.021541748264198,0,0.00373865052519138,0,0,0,0.0119280754851344,0.000890154886950329,0.00534092932170198,0.000356061954780132,0.013530354281645,0.0124621684173046,0,0,0.00142424781912053,0,0,0.00516289834431191,0,0,0.0131742923268649,0.000534092932170198,0,0,0.0072992700729927,0.000712123909560264,0.00124621684173046,0,0.000356061954780132,0.00943564180167349,0,0,0.0133523233042549,0.00249243368346092,0.0113939825529642,0.00124621684173046,0.00551896029909204,0,0,0.00284849563824105,0,0,0.000534092932170198,0,0.00658714616343244,0,0,0.00373865052519138,0,0.000356061954780132,0.000890154886950329,0,0.00124621684173046,0.000712123909560264,0,0,0.000534092932170198,0,0,0,0.00178030977390066,0,0,0,0,0,0,0.00267046466085099,0,0.000890154886950329,0,0,0,0,0.00160227879651059,0.00640911518604237,0.000178030977390066,0,0,0,0,0.00124621684173046,0,0.000712123909560264,0.00142424781912053,0,0.00213637172868079,0,0.00195834075129072,0,0,0,0,0.00534092932170198,0.00178030977390066,0.000356061954780132,0.000178030977390066,0.000356061954780132,0.000890154886950329,0,0.000890154886950329,0,0.00160227879651059,0.00160227879651059,0,0,0,0,0.000712123909560264,0,0,0,0,0,0.00124621684173046,0,0,0.000890154886950329,0,0,0,0.0010681858643404,0,0,0,0,0,0.000534092932170198,0,0.00302652661563112,0.000356061954780132,0.000534092932170198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000178030977390066,0,0,0.000178030977390066,0,0.00213637172868079,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000356061954780132,0,0,0,0,0.000890154886950329,0,0,0,0,0,0.00160227879651059,0,0,0,0,0.00231440270607086,0,0,0.0010681858643404,0,0,0.000356061954780132,0,0,0,0.000178030977390066,0,0,0,0,0,0,0,0.000534092932170198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA8,control,apo,CA,FALSE
D12,0.452554744525547,0.000890154886950329,0.240519850453979,0,0.010681858643404,0.00445077443475165,0.102545842976678,0.0138864162364251,0,0,0.00356061954780132,0.000712123909560264,0.0206515933772476,0,0.00284849563824105,0,0.0174470357842265,0.00178030977390066,0,0,0,0.00231440270607086,0.000890154886950329,0.00409471247997152,0,0,0.000178030977390066,0.00391668150258145,0.00178030977390066,0.00142424781912053,0,0,0.00694320811821257,0,0,0,0,0,0,0.00480683638953178,0,0.00996973473384369,0.0010681858643404,0,0,0.000890154886950329,0,0.00516289834431191,0,0,0.00302652661563112,0,0.000356061954780132,0.0101477657112338,0,0,0.000534092932170198,0.000534092932170198,0,0,0,0,0,0.00302652661563112,0,0,0,0,0,0,0.00231440270607086,0.00195834075129072,0,0,0.00320455759302119,0.0067651771408225,0,0.00195834075129072,0,0,0.000534092932170198,0,0,0,0.00516289834431191,0,0,0.00320455759302119,0,0,0,0,0,0,0,0,0,0,0,0.00284849563824105,0,0.00267046466085099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000356061954780132,0.00338258857041125,0,0,0,0,0,0,0,0.000890154886950329,0.000890154886950329,0,0.0010681858643404,0,0.000178030977390066,0.00160227879651059,0,0.00160227879651059,0,0,0,0,0,0,0.00373865052519138,0,0,0,0.000890154886950329,0,0,0.000356061954780132,0.00213637172868079,0,0,0,0,0.00124621684173046,0,0.0010681858643404,0.00427274345736158,0.000890154886950329,0,0,0,0,0.000712123909560264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00142424781912053,0,0,0,0.00195834075129072,0,0,0.000534092932170198,0,0,0,0,0,0,0,0,0,0,0,0.00124621684173046,0,0,0.00213637172868079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010681858643404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00160227879651059,0,0,0,0,0,0.000534092932170198,0,0,0,0,0,0,0,0,0,0,0,0,CA9,control,apo,CA,FALSE
D2,0.453444899412498,0,0.235356952109667,0,0.00427274345736158,0.0010681858643404,0.0988071924514866,0.024390243902439,0,0.00231440270607086,0.00320455759302119,0,0.0275948014954602,0,0.000712123909560264,0,0.013530354281645,0,0,0,0,0.000178030977390066,0,0,0,0,0,0.00480683638953178,0.00160227879651059,0,0.000178030977390066,0,0.00640911518604237,0,0.000178030977390066,0,0,0,0,0.0169129428520563,0,0.0126401993946947,0,0,0,0.00160227879651059,0.000890154886950329,0.00284849563824105,0,0,0,0,0,0.0124621684173046,0.000890154886950329,0,0.000178030977390066,0.000534092932170198,0,0,0,0,0,0.00124621684173046,0,0.0181591596937867,0,0,0.0010681858643404,0,0,0,0,0,0.000534092932170198,0.00142424781912053,0,0.00373865052519138,0,0.000356061954780132,0,0,0.00373865052519138,0,0,0,0,0.00338258857041125,0,0,0,0,0.00213637172868079,0,0,0,0,0.00124621684173046,0,0.0010681858643404,0,0.00373865052519138,0,0,0,0,0,0,0,0,0,0,0,0,0.0010681858643404,0,0,0.000534092932170198,0.00160227879651059,0.00178030977390066,0,0,0.000178030977390066,0,0,0,0.0010681858643404,0,0,0,0,0.00231440270607086,0,0,0,0.00124621684173046,0,0,0.00605305323126224,0,0.00462880541214171,0,0,0,0,0.000356061954780132,0,0.00124621684173046,0.000890154886950329,0,0,0,0,0,0,0,0.00195834075129072,0,0,0,0,0,0,0.000534092932170198,0,0,0,0,0,0,0.000178030977390066,0,0,0,0,0,0,0,0,0.000356061954780132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000534092932170198,0,0,0,0,0,0,0,0.000890154886950329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00231440270607086,0,0,0,0.000178030977390066,0,0,0,0.000890154886950329,0,0.000356061954780132,0,0,0,0,0,0,PS11,plus2ab,sym,PS,FALSE
