ASV_ID	B10	B11	B12	B9	C1	C10	C11	C12	C2	C3	C4	C5	C6	C7	C8	C9	D1	D10	D11	D12	D2	D3	D4	D5	D6	D7	D8	D9	E1	E10	E11	E2	E3	E4	E5	E6	E7	E8	E9	F1	F2	F3	F4	F5	F6	F7	F8	F9
ASV140	0	8	0	4	3	0	0	0	27	0	0	2	0	0	0	16	0	2	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	32	0	0	0	8	0
ASV141	0	0	0	3	0	52	30	0	0	0	0	3	65	9	0	0	0	0	0	6	0	3	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0
ASV142	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	8	19	4	15	0	0	0	0	2	0	0	3	79	0	49	0	14	0
ASV143	0	0	0	2	2	0	0	16	8	0	0	0	0	0	0	0	0	7	7	1	0	2	0	0	6	31	0	4	7	0	0	23	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV144	0	0	0	0	0	5	22	0	0	0	0	0	0	0	0	0	0	0	0	9	13	6	10	34	25	38	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV145	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	4	0	0	15	0	14	9	0	3	0	9	0	3	0	2	10	0	0	3	0	0	4	0	0	26	0	0	0	0	26
ASV146	0	0	0	0	0	19	15	0	0	0	0	3	0	0	0	18	0	0	8	9	0	0	0	0	0	0	27	2	6	0	0	4	0	0	3	0	3	0	7	0	4	0	0	0	15	59	0	0
ASV148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	412	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0
ASV150	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	11	12	0	7	0	0	0	0	0	0	0	28	0	0	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV151	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV152	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	3	11	0	0	0	0	0	0	0	0	0	6	0	0	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	40	62	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV154	0	0	0	0	0	0	0	3	0	0	0	0	0	10	0	3	0	0	0	0	0	15	2	0	32	100	0	10	8	3	4	4	0	0	0	0	0	0	0	0	0	1	13	21	0	0	0	0
ASV155	0	2	1	0	0	0	0	0	4	0	0	0	0	8	0	0	13	0	0	21	26	0	0	0	0	0	0	0	0	6	4	0	0	2	0	0	2	0	0	0	0	0	64	0	0	0	4	12
ASV157	0	0	6	0	0	0	0	0	0	0	0	0	0	4	0	12	0	3	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	3	9	4	5	21	20	3	2	0	0	0	0	0	0	0
ASV159	0	0	4	0	0	0	0	8	0	0	0	0	0	0	0	0	0	3	30	0	0	0	0	0	0	0	0	0	8	0	0	12	4	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0
ASV160	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	17	10	0	0	0	0	0	0	0	0	0	27	0	0	4	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV161	0	0	0	2	1	0	0	1	0	1	2	0	1	0	1	23	0	1	2	5	0	16	6	0	0	0	0	0	6	2	0	0	1	0	7	4	2	1	2	0	2	0	24	0	0	0	0	0
ASV162	0	0	3	0	0	16	25	9	0	0	1	0	0	0	0	0	0	0	1	0	2	7	0	2	10	0	2	0	10	1	1	8	0	0	2	0	0	6	3	5	0	0	0	0	28	0	26	0
ASV163	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	35	0	0	3	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV164	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	3	4	0	5	2	7	8	0	0	0	0	11	6	10	0	6	2	0	7	1	0	1	0	0	0	0	4	0	0	18	18	0	20
ASV165	2	0	0	1	0	0	3	2	0	4	0	0	0	0	0	0	47	0	0	12	5	0	43	0	42	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV166	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	20	0	0	13	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV167	2	10	0	19	0	0	0	10	9	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	9	0	0	0	0	0	0	0	0	0	11	2	8	6	2	0	0	0	0	0	1	4	1	0	0	35	32	35	12	0
ASV170	0	1	0	3	0	0	0	1	7	0	0	0	0	0	0	0	0	6	9	0	0	0	0	0	0	0	0	0	23	1	0	5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0
ASV171	0	0	0	0	0	27	0	3	0	0	0	0	0	0	0	1	0	0	0	7	0	0	16	20	0	0	0	0	11	0	3	4	4	0	5	0	0	0	0	0	0	6	16	10	32	0	0	9
ASV173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	6	0	0	2	27	27	0	0	8	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	27	0	56	32	0
ASV179	0	3	0	17	2	0	5	0	3	0	0	0	0	7	0	0	0	0	0	24	11	10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV180	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	28	0	4	5	0	19	10	0	0	0	25	0	3	0	0	0	0	0	0	1	0	0	0	0	15	9	0	28	0	0	0	0
ASV182	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	10	0	0	0	0	0	0	0	32	0	0	26	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	24	0	41
ASV183	0	4	0	29	4	10	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV184	2	3	0	31	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0
ASV186	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	9	0	0	13	0	0	0	0	11	0	0	16	0	35	140	0	0	0
ASV187	0	4	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	3	0	0	0	0	0	0	0	1	1	5	2	0	6	0	0	0	0	0	0	0	4	0	0	60	0	4	39
ASV188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0
ASV189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	1	0	9	0	0	1	0	118	28	0	36	13
ASV191	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	22	5	0	0	0	0	0	0	0	0	0	0	0	0	10	12	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV192	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	25	4	0	0	0	9	8	0	0	0	0	7	9	0	0	0	0	0	0	0	0	17	3	3	0	2	12	47	0	33	0	0
ASV193	2	1	0	29	1	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV194	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV195	0	0	0	0	0	26	33	0	0	0	0	0	0	0	0	0	16	0	6	0	1	0	0	13	0	0	3	1	17	2	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV196	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	49	0	0	0	0	0	6	20	0	25	6	0	0	0	0	0	0	0	1	5	0	64	0	0	0	13	0	0	0	5	14	0
ASV198	0	0	7	0	0	0	0	0	0	3	0	0	0	6	3	11	13	0	0	0	0	0	0	0	0	0	14	0	0	1	0	0	0	11	0	0	0	0	0	0	6	10	0	0	0	0	0	0
ASV199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	7	0	0	0	0	0	0	0	5	0	10	9	0	19	24	70	69	10
ASV200	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	0	0	3	0	0	0	0	0	0	0	0	26	47	35	28	17	0
ASV201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0
ASV202	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	36	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV203	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	17	0	0	2	0	0	3	0	1	0	0	4	33	0	51	0	0	22
ASV204	0	0	0	0	2	0	0	17	6	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	9	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV205	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	1	2	0	2	0	0	0	0	0	0	0	16	0	0	2	1	0	0	0	0	0	0	0	0	0	7	0	0	0	22	0
ASV207	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	2	0	6	7	10	0	0	0	0	0	0	1	0	2	22	0	21	0	25	0
ASV209	0	5	0	22	8	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV210	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0
ASV211	0	0	4	0	0	0	0	0	0	3	0	0	0	5	4	41	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
ASV213	0	0	0	0	0	0	0	0	0	1	0	0	0	16	2	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV214	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV218	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	2	5	0	3	2	0	0	0	1	0	0	1	4	3	0	0	0	0	33	0
ASV219	0	2	0	3	3	0	0	0	22	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV221	0	6	11	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	12	0	0	0	0	0	0	4	0	0	0	0	0	0	6	0	0	0	16	0
ASV222	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV223	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	18	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV225	0	0	25	1	0	0	0	3	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	0	0	15	0	0	0	0	0	0	0	0	35	0
ASV226	1	2	0	24	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	9	0	0	0	2	0	2	0	3	3	0	9	21	0	0	49	33	0
ASV235	1	0	0	2	0	0	0	0	0	0	1	0	0	4	23	0	0	0	1	0	0	0	0	0	0	0	0	0	2	5	6	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV236	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	5	0	0	0	24	0	0	30	32	28
ASV238	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	29	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV240	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	16	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV242	0	0	0	0	0	0	0	8	0	6	0	0	0	0	0	17	0	0	0	7	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	36
ASV244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	34	0	0	0	59	0
ASV247	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	4	0	0	12	0	0	0	4	0	0	0	0	0	0	5	4	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	19
ASV248	0	0	0	0	0	0	0	0	0	0	5	0	0	26	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ASV249	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	100	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	7	0	0	0	13	0
ASV250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	1	0	0	0	0	7	0	0	13	0	21	0	0	17	9
ASV251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	58	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV253	0	0	0	0	1	0	0	0	28	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV255	0	0	0	0	0	0	7	4	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	1	1	0	3	0	0	0	2	0	18	0	29	0	0	0
ASV256	0	2	0	5	5	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV257	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	19	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV258	2	0	0	4	5	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV259	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	12	0	0	2	0	0	0	3	0	9	0	0	0	0	4	0	0	0	0	0	0	3	0	0	0	1	3	0	0	0	40	0	0
ASV260	3	1	0	6	1	0	0	0	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV261	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV262	2	5	0	2	2	0	0	0	4	0	0	0	0	1	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	0	0	0	0	0	1	31	0	0	0	13	0
ASV264	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	3	3	2	0	0	4	1	0	0	0	1	0	0	2	0	0	0	0	0	42
ASV265	3	0	0	0	0	0	23	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0
ASV266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	3	4	0	6	0	0	0	0	0	0	29	0	19	0	43
ASV267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	0	0	0	40	0	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV268	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	3	0	0	15	0	0	0	0	26	0
ASV269	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	3	3	0	0	12	4	4	31	8	0
ASV271	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	9	0	0	0	0	0	0	0	0	0	3	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV274	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV275	0	5	0	5	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV276	0	0	0	0	0	0	19	0	14	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV278	2	5	0	0	0	0	0	0	0	2	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
ASV279	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	13	0	0	0	0	0	12	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	41	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV282	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	7	0	4	0	0	0	1	0	6	0	0	1	0	0	29	0	0	0
ASV283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	6	0	0	2	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV284	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5	0	0	0	0	0	23
ASV285	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	3	6	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	23	23	0	0
ASV288	1	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	10	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV289	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	4	0	0	0	0	0	1	0	0	1	0	0	12	0	32	0	0	0
ASV291	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	3	0	0	0	0	2	0	0	0	15	8	0	0	0	8
ASV293	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	46	26
ASV295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	3	0	5	38	0	22	0	0	0
ASV297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	43
ASV299	3	0	0	10	0	0	0	0	2	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV301	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	2	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV302	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV303	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	13	0	3	4	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV304	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	6	0	0	1	0	0	0	0	0	0	0	0	0	7	0
ASV305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	47	0
ASV307	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	41	0	16	0	0	0
ASV308	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	30	0	0	3	1	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV309	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	21	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ASV311	6	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	59	0
ASV315	2	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV317	5	4	0	1	5	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV318	0	0	0	0	0	0	11	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV322	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0
ASV323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	3	35	22	0	0	4	0
